1,323
2,35
3,10
4,9
5,9
6,143
7,10
8,33
9,9
10,15
11,122
12,35
13,9
14,9
15,15
16,129
17,10
18,9
19,33
20,15
21,21
22,9
23,9
24,49
25,15
26,39
27,9
28,35
29,49
30,15
31,9
32,9
33,10
34,51
35,15
36,9
37,10
38,85
39,39
40,9
41,9
42,21
43,10
44,51
45,9
46,143
47,10
48,119
49,9
50,9
51,51
52,33
53,10
54,9
55,15
56,301
57,10
58,9
59,9
60,15
61,49
62,155
63,9
64,399
65,15
66,33
67,9
68,9
69,49
70,15
71,119
72,9
73,10
74,33
75,15
76,9
77,9
78,39
79,361
80,15
81,9
82,25
83,10
84,21
85,9
86,9
87,10
88,119
89,34
90,9
91,33
92,51
93,10
94,9
95,9
96,91
97,10
98,35
99,9
100,15
101,57
102,51
103,9
104,9
105,15
106,159
107,10
108,9
109,26
110,15
111,111
112,9
113,9
114,57
115,15
116,87
117,9
118,25
119,51
120,15
121,9
122,9
123,10
124,33
125,15
126,9
127,10
128,35
129,106
130,9
131,9
132,25
133,10
134,119
135,9
136,51
137,10
138,35
139,9
140,9
141,141
142,35
143,10
144,9
145,15
146,33
147,10
148,9
149,9
150,15
151,26
152,35
153,9
154,77
155,15
156,39
157,9
158,9
159,49
160,15
161,26
162,9
163,10
164,121
165,15
166,9
167,9
168,21
169,39
170,15
171,9
172,49
173,10
174,87
175,9
176,9
177,10
178,267
179,33
180,9
181,201
182,25
183,10
184,9
185,9
186,93
187,10
188,65
189,9
190,15
191,34
192,365
193,9
194,9
195,15
196,49
197,10
198,9
199,121
200,15
201,91
202,9
203,9
204,51
205,15
206,33
207,9
208,35
209,209
210,15
211,9
212,9
213,10
214,51
215,15
216,9
217,10
218,25
219,219
220,9
221,9
222,35
223,10
224,121
225,9
226,91
227,10
228,57
229,9
230,9
231,21
232,25
233,10
234,9
235,15
236,377
237,10
238,9
239,9
240,15
241,57
242,65
243,9
244,183
245,15
246,123
247,9
248,9
249,58
250,15
251,34
252,9
253,10
254,91
255,15
256,9
257,9
258,119
259,34
260,15
261,9
262,51
263,10
264,33
265,9
266,9
267,10
268,25
269,49
270,9
271,301
272,33
273,10
274,9
275,9
276,69
277,10
278,33
279,9
280,15
281,26
282,25
283,9
284,9
285,15
286,39
287,10
288,9
289,33
290,15
291,26
292,9
293,9
294,21
295,15
296,51
297,9
298,57
299,39
300,15
301,9
302,9
303,10
304,119
305,15
306,9
307,10
308,35
309,119
310,9
311,9
312,39
313,10
314,49
315,9
316,33
317,10
318,25
319,9
320,9
321,119
322,33
323,10
324,9
325,15
326,119
327,10
328,9
329,9
330,15
331,49
332,25
333,9
334,319
335,15
336,21
337,9
338,9
339,74
340,15
341,106
342,9
343,10
344,33
345,15
346,9
347,9
348,35
349,33
350,15
351,9
352,35
353,10
354,119
355,9
356,9
357,10
358,65
359,26
360,9
361,34
362,35
363,10
364,9
365,9
366,183
367,10
368,25
369,9
370,15
371,33
372,49
373,9
374,9
375,15
376,133
377,10
378,9
379,323
380,15
381,119
382,9
383,9
384,119
385,15
386,57
387,9
388,33
389,58
390,15
391,9
392,9
393,10
394,203
395,15
396,9
397,10
398,51
399,21
400,9
401,9
402,201
403,10
404,33
405,9
406,87
407,10
408,35
409,9
410,9
411,26
412,49
413,10
414,9
415,15
416,39
417,10
418,9
419,9
420,15
421,26
422,35
423,9
424,57
425,15
426,213
427,9
428,9
429,33
430,15
431,57
432,9
433,10
434,91
435,15
436,9
437,9
438,85
439,346
440,15
441,9
442,39
443,10
444,111
445,9
446,9
447,10
448,33
449,51
450,9
451,123
452,51
453,10
454,9
455,9
456,57
457,10
458,399
459,9
460,15
461,49
462,21
463,9
464,9
465,15
466,49
467,10
468,9
469,51
470,15
471,133
472,9
473,9
474,91
475,15
476,33
477,9
478,35
479,119
480,15
481,9
482,9
483,10
484,121
485,15
486,9
487,10
488,35
489,26
490,9
491,9
492,35
493,10
494,39
495,9
496,119
497,10
498,95
499,9
500,9
501,82
502,35
503,10
504,9
505,15
506,119
507,10
508,9
509,9
510,15
511,219
512,65
513,9
514,33
515,15
516,129
517,9
518,9
519,49
520,15
521,169
522,9
523,10
524,119
525,15
526,9
527,9
528,33
529,119
530,15
531,9
532,25
533,10
534,203
535,9
536,9
537,10
538,57
539,49
540,9
541,26
542,33
543,10
544,9
545,9
546,21
547,10
548,35
549,9
550,15
551,26
552,65
553,9
554,9
555,15
556,161
557,10
558,9
559,39
560,15
561,33
562,9
563,9
564,49
565,15
566,143
567,9
568,25
569,33
570,15
571,9
572,9
573,10
574,119
575,15
576,9
577,10
578,51
579,91
580,9
581,9
582,25
583,10
584,219
585,9
586,33
587,10
588,21
589,9
590,9
591,34
592,65
593,10
594,9
595,15
596,219
597,10
598,9
599,9
600,15
601,399
602,33
603,9
604,91
605,15
606,169
607,9
608,9
609,21
610,15
611,39
612,9
613,10
614,57
615,15
616,9
617,9
618,25
619,26
620,15
621,9
622,51
623,10
624,39
625,9
626,9
627,10
628,35
629,26
630,9
631,119
632,25
633,10
634,9
635,9
636,119
637,10
638,87
639,9
640,15
641,33
642,35
643,9
644,9
645,15
646,33
647,10
648,9
649,49
650,15
651,21
652,9
653,9
654,327
655,15
656,51
657,9
658,35
659,34
660,15
661,9
662,9
663,10
664,323
665,15
666,9
667,10
668,25
669,143
670,9
671,9
672,21
673,10
674,33
675,9
676,39
677,10
678,119
679,9
680,9
681,26
682,25
683,10
684,9
685,15
686,49
687,10
688,9
689,9
690,15
691,361
692,323
693,9
694,119
695,15
696,87
697,9
698,9
699,119
700,15
701,33
702,9
703,10
704,51
705,15
706,9
707,9
708,65
709,57
710,15
711,9
712,33
713,10
714,21
715,9
716,9
717,10
718,25
719,106
720,9
721,51
722,65
723,10
724,9
725,9
726,33
727,10
728,35
729,9
730,15
731,51
732,25
733,9
734,9
735,15
736,399
737,10
738,9
739,399
740,15
741,39
742,9
743,9
744,93
745,15
746,119
747,9
748,51
749,26
750,15
751,9
752,9
753,10
754,39
755,15
756,9
757,10
758,35
759,26
760,9
761,9
762,65
763,10
764,49
765,9
766,57
767,10
768,25
769,9
770,9
771,58
772,35
773,10
774,9
775,15
776,291
777,10
778,9
779,9
780,15
781,319
782,25
783,9
784,33
785,15
786,91
787,9
788,9
789,187
790,15
791,219
792,9
793,10
794,323
795,15
796,9
797,9
798,21
799,51
800,15
801,9
802,95
803,10
804,49
805,9
806,9
807,10
808,49
809,49
810,9
811,26
812,35
813,10
814,9
815,9
816,51
817,10
818,25
819,9
820,15
821,49
822,361
823,9
824,9
825,15
826,51
827,10
828,9
829,34
830,15
831,169
832,9
833,9
834,377
835,15
836,119
837,9
838,35
839,33
840,15
841,9
842,9
843,10
844,33
845,15
846,9
847,10
848,119
