1,
2,1
3,1
4,1
5,1
6,1
7,1
8,5
9,4
X,3
E,
10,1
11,1
12,11
13,7
14,11
15,1
16,11
17,1
18,5
19,X
1X,E
1E,1
20,11
21,19
22,11
23,1X
24,9
25,1
26,11
27,1
28,25
29,1X
2X,11
2E,28
30,11
31,1
32,11
33,1
34,5
35,1
36,7
37,1
38,29
39,27
3X,11
3E,1
40,11
41,13
42,37
43,4
44,11
45,1
46,41
47,1X
48,11
49,37
4X,11
4E,1
50,21
51,1
52,11
53,27
54,25
55,1
56,47
57,1
58,41
59,17
5X,1E
5E,1
60,11
61,1
62,11
63,1X
64,51
65,E
66,11
67,1
68,39
69,1X
6X,11
6E,1
70,41
71,E
72,11
73,5X
74,65
75,1
76,11
77,1
78,39
79,54
7X,11
7E,73
80,51
81,1
82,47
83,1X
84,21
85,1
86,27
87,1
88,11
89,27
8X,11
8E,1
90,41
91,1
92,29
93,3X
94,79
95,1
96,17
97,10
98,25
99,34
9X,11
9E,57
X0,71
X1,
X2,11
X3,2X
X4,21
X5,80
X6,41
X7,1
X8,79
X9,24
XX,11
XE,1
E0,X1
E1,1
E2,11
E3,1X
E4,X5
E5,1
E6,7
E7,1
E8,X5
E9,14
EX,11
EE,56
100,11
101,1
102,11
103,27
104,91
105,1
106,37
107,1
108,11
109,1X
10X,X1
10E,1X
110,11
111,1
112,11
113,111
114,X5
115,33
116,87
117,1
118,69
119,X1
11X,11
11E,1
120,E1
121,78
122,117
123,111
124,119
125,1
126,11
127,1X
128,65
129,111
12X,11
12E,1
130,71
131,1
132,11
133,111
134,85
135,43
136,67
137,X1
138,5
139,111
13X,1E
13E,1
140,111
141,1
142,11
143,111
144,55
145,1
146,X1
147,1
148,X5
149,111
14X,11
14E,136
150,21
151,5E
152,11
153,34
154,11
155,E
156,E1
157,1
158,139
159,111
15X,11
15E,E0
160,111
161,42
162,11
163,111
164,119
165,XE
166,121
167,1
168,X5
169,X1
16X,11
16E,1
170,E1
171,1
172,95
173,164
174,25
175,1
176,11
177,14X
178,175
179,111
17X,9
17E,1
180,151
181,1
182,X1
183,1X
184,129
185,165
186,97
187,1
188,171
189,111
18X,141
18E,1
190,41
191,
192,11
193,7
194,79
195,1
196,31
197,191
198,55
199,127
19X,11
19E,1
1X0,191
1X1,80
1X2,11
1X3,111
1X4,9
1X5,1
1X6,87
1X7,1
1X8,165
1X9,111
1XX,11
1XE,1X
1E0,1
1E1,1
1E2,11
1E3,17X
1E4,151
1E5,1
1E6,121
1E7,1
1E8,131
1E9,1X7
1EX,EE
1EE,107
200,111
201,166
202,11
203,111
204,E1
205,1
206,41
207,EX
208,65
209,1X
20X,11
20E,89
210,21
211,13
212,11
213,111
214,51
215,43
216,11
217,1
218,155
219,111
21X,191
21E,1
220,11
221,1
222,11
223,111
224,215
225,1
226,147
227,83
228,1E9
229,111
22X,55
22E,8X
230,1X1
231,144
232,11
233,111
234,125
235,86
236,191
237,1
238,169
239,104
23X,11
23E,36
240,211
241,1
242,121
243,111
244,135
245,10X
246,187
247,54
248,131
249,77
24X,11
24E,1
250,101
251,1
252,205
253,111
254,191
255,1
256,201
257,233
258,89
259,1E7
25X,11
25E,1
260,71
261,33
262,11
263,X1
264,55
265,258
266,187
267,1
268,125
269,257
26X,167
26E,4
270,261
271,1
272,83
273,81
274,1E9
275,1
276,41
277,1
278,119
279,111
27X,11
27E,1
280,251
281,128
282,11
283,17X
284,239
285,1
286,11
287,179
288,251
289,111
28X,11
28E,23
290,X1
291,1
292,11
293,111
294,X5
295,1
296,87
297,265
298,1X5
299,24X
29X,213
29E,146
2X0,291
2X1,1
2X2,183
2X3,111
2X4,179
2X5,119
2X6,71
2X7,275
2X8,165
2X9,111
2XX,83
2XE,1
2E0,281
2E1,1
2E2,11
2E3,227
2E4,199
2E5,290
2E6,77
2E7,1E5
2E8,125
2E9,254
2EX,263
2EE,1
300,111
301,1
302,35
303,111
304,E9
305,17E
306,237
307,1
308,119
309,27
30X,20E
30E,1
310,111
311,26E
312,11
313,111
314,79
315,1
316,141
317,74
318,65
319,111
31X,11
31E,2X9
320,E1
321,1
322,11
323,2E7
324,281
325,1
326,281
327,1
328,25
329,X1
32X,11
32E,1
330,11
331,174
332,117
333,111
334,79
335,EE
336,231
337,124
338,301
339,94
33X,11
33E,1
340,311
341,133
342,11
343,E4
344,X1
345,21E
346,1X1
347,1
348,311
349,111
34X,117
34E,1
350,61
351,175
352,11
353,1X
354,325
355,220
356,37
357,1
358,X5
359,111
35X,11
35E,1
360,211
361,295
362,191
363,2EX
364,261
365,1
366,37
367,22E
368,79
369,111
36X,11
36E,11E
370,121
371,65
372,X5
373,111
374,231
375,1
376,11
377,1
378,221
379,24X
37X,11
37E,315
380,191
381,2X7
382,61
383,2X1
384,201
385,364
386,131
387,334
388,271
389,111
38X,11
38E,227
390,1X1
391,1
392,11
393,111
394,165
395,1E0
396,77
397,1
398,181
399,294
39X,EE
39E,361
3X0,11
3X1,1X3
3X2,11
3X3,35X
3X4,161
3X5,1
3X6,3X1
3X7,254
3X8,X5
3X9,10X
3XX,11
3XE,1
3E0,261
3E1,19
3E2,11
3E3,24X
3E4,45
3E5,1
3E6,E1
3E7,1
3E8,2E9
3E9,111
3EX,1XE
3EE,1X8
400,111
401,1
402,97
403,111
404,101
405,86
406,181
407,362
408,271
409,287
40X,11
40E,1
410,41
411,80
412,393
413,111
414,191
415,1
416,227
417,406
418,81
419,111
41X,77
41E,1
420,231
421,1
422,81
423,194
424,61
425,X1
426,3E7
427,1
428,225
429,19X
42X,37
42E,3E9
430,41
431,1
432,11
433,334
434,2E9
435,1
436,107
437,1
438,1E9
439,1X1
43X,11
43E,3E7
440,11
441,333
442,11
443,281
444,1
445,375
446,3X1
447,1
448,39
449,111
44X,11
44E,EX
450,251
451,320
452,137
453,157
454,425
455,1
456,381
457,1
458,179
459,287
45X,83
45E,1
460,411
461,308
462,EE
463,61
464,405
465,1
466,37
467,342
468,191
469,387
46X,345
46E,1
470,281
471,1
472,11
473,9X
474,171
475,E
476,341
477,338
478,399
479,111
47X,289
47E,371
480,451
481,1
482,11
483,1X
484,121
485,1
486,191
487,1XX
488,X5
489,111
48X,227
48E,1
490,411
491,14
492,18E
493,111
494,165
495,452
496,141
497,1
498,359
499,164
49X,11
49E,182
4X0,351
4X1,2X5
4X2,11
4X3,111
4X4,441
4X5,1
4X6,341
4X7,1
4X8,425
4X9,131
4XX,11
4XE,285
4E0,231
4E1,1
4E2,297
4E3,57
4E4,311
4E5,91
4E6,331
4E7,254
4E8,319
4E9,111
4EX,11
4EE,1
500,311
501,488
502,14E
503,111
504,305
505,102
506,X1
507,1
508,11
509,1X1
50X,EE
50E,396
510,251
511,1
512,11
513,334
514,3E9
515,2E9
516,1E7
517,1
518,425
519,111
51X,3X3
51E,1
520,3E1
521,1X7
522,11
523,364
524,209
525,3E7
526,141
527,1
528,479
529,111
52X,11
52E,X2
530,41
531,1
532,11
533,191
534,265
535,1
536,131
537,13X
538,259
539,211
53X,11
53E,56
540,251
541,1
542,263
543,111
544,245
545,1
546,87
547,103
548,3E9
549,111
54X,11
54E,346
550,231
551,362
552,3X1
553,111
554,465
555,455
556,1E7
557,1
558,219
559,111
55X,125
55E,306
560,371
561,463
562,11
563,EX
564,205
565,1
566,E1
567,2X7
568,X5
569,387
56X,11
56E,236
570,231
571,30
572,77
573,111
574,445
575,1
576,87
577,1
578,275
579,111
57X,443
57E,X7
580,351
581,188
582,11
583,111
584,409
585,1
586,141
587,1
588,239
589,X1
58X,561
58E,1
590,111
591,1
592,319
593,111
594,165
595,431
596,297
597,401
598,119
599,387
59X,11
59E,1
5X0,571
5X1,175
5X2,11
5X3,111
5X4,145
5X5,199
5X6,527
5X7,344
5X8,165
5X9,111
5XX,499
5XE,457
5E0,91
5E1,1
5E2,433
5E3,111
5E4,5
5E5,1
5E6,4E7
5E7,1
5E8,169
5E9,X
5EX,11
5EE,1
600,111
601,XE
602,11
603,197
604,249
605,2XX
606,11
607,2X9
608,85
609,134
60X,297
60E,24E
610,321
611,1
612,11
613,111
614,425
615,1
616,41
617,1
618,99
619,E4
61X,11
61E,1
620,431
621,E9
622,11
623,1X
624,85
625,420
626,3E7
627,57
628,251
629,254
62X,11
62E,588
630,441
631,15E
632,X1
633,53X
634,1E9
635,631
636,3X7
637,1
638,59
639,404
63X,561
63E,1
640,411
641,272
642,11
643,2E7
644,45
645,36E
646,457
647,1
648,71
649,111
64X,11
64E,41E
650,281
651,543
652,11
653,41X
654,25
655,1
656,297
657,567
658,19
659,111
65X,11
65E,29E
660,11
661,1
662,131
663,111
664,185
665,1
666,111
667,331
668,651
669,24X
66X,65
66E,1
670,1E1
671,375
672,289
673,111
674,199
675,1
676,257
677,5X7
678,655
679,74
67X,11
67E,388
680,651
681,573
682,20E
683,27X
684,649
685,2E6
686,281
687,1
688,425
689,234
68X,327
68E,1
690,1X1
691,572
692,11
693,397
694,511
695,1
696,397
697,605
698,395
699,61X
69X,11
69E,1
6X0,4E1
6X1,673
6X2,X9
6X3,19X
6X4,629
6X5,266
6X6,641
6X7,1
6X8,365
6X9,111
6XX,271
6XE,384
6E0,361
6E1,1
6E2,11
6E3,341
6E4,X5
6E5,551
6E6,641
6E7,597
6E8,615
6E9,53X
6EX,11
6EE,469
700,211
701,1
702,79
703,111
704,191
705,1
706,121
707,212
708,485
709,27
70X,11
70E,1
710,21
711,1
712,3X7
713,4E7
714,79
715,418
716,411
717,3X8
718,5E5
719,27
71X,125
71E,1
720,551
721,1
722,173
723,687
724,105
725,226
726,387
727,1
728,5X5
729,111
72X,11
72E,625
730,5X1
731,1EX
732,11
733,111
734,665
735,1
736,247
737,1
738,595
739,364
73X,625
73E,485
740,191
741,584
742,2E7
743,111
744,329
745,1
746,327
747,1
748,11
749,5E4
74X,2E9
74E,227
750,581
751,1
752,511
753,694
754,251
755,352
756,571
757,334
758,575
759,111
75X,731
75E,2X9
760,571
761,625
762,11
763,234
764,569
765,649
766,727
767,1
768,165
769,X1
76X,587
76E,1
770,451
771,1
772,11
773,401
774,299
775,1
776,111
777,1
778,589
779,111
77X,415
77E,1
780,551
781,1
782,3X7
783,687
784,549
785,1
786,587
787,57X
788,165
789,351
78X,11
78E,53E
