8235,8234,1
823E,411E,2
8251,4126,2
8255,8254,1
8271,827,10
827E,413E,2
8291,2083,4
82XE,4155,2
82E5,82E4,1
82E7,82E6,1
8321,1049,8
8331,4176,2
833E,417E,2
8355,8354,1
8357,8356,1
835E,418E,2
8371,20X9,4
8377,8376,1
8395,8394,1
83XE,41E5,2
83E1,147X,6
8401,2100,4
8407,2942,3
840E,4205,2
8417,8416,1
841E,420E,2
8427,8426,1
8431,4216,2
843E,421E,2
8441,844,10
8451,X06,X
8467,8466,1
8475,8474,1
8487,8486,1
849E,424E,2
84E1,2129,4
84E5,84E4,1
84EE,425E,2
8505,8504,1
8507,8506,1
8511,2133,4
8515,8514,1
8517,8516,1
853E,427E,2
8541,2140,4
8565,8564,1
856E,4295,2
8571,2149,4
8575,8574,1
857E,429E,2
8591,42X6,2
8595,8594,1
85X5,85X4,1
85E7,85E6,1
860E,4305,2
8621,1504,6
8625,8624,1
862E,4315,2
8637,2X12,3
8641,432,20
8645,8644,1
864E,4325,2
8655,8654,1
865E,432E,2
8667,8666,1
866E,4335,2
8677,8676,1
867E,433E,2
8691,869,10
86X5,86X4,1
86E1,286,32
86E7,86E6,1
86EE,435E,2
870E,4365,2
8717,2X46,3
872E,4375,2
8731,4376,2
873E,437E,2
8747,E5X,9
874E,X41,X
8755,1294,7
8777,2X66,3
8781,659,14
878E,43X5,2
8797,2X72,3
879E,43XE,2
87X5,87X4,1
87E5,87E4,1
8807,2X82,3
8831,596,16
8835,8834,1
8847,18X6,5
8865,8864,1
8871,887,10
8881,666,14
8885,8884,1
888E,4445,2
8897,8896,1
88X5,88X4,1
88XE,4455,2
8901,260,36
890E,4465,2
8915,8914,1
8917,E82,9
8925,8924,1
8935,8934,1
8945,8944,1
8957,8956,1
8961,4490,2
8967,8966,1
8981,2250,4
898E,44X5,2
8995,8994,1
89X1,1129,8
89E7,2E3X,3
89EE,40E,22
8X05,8X04,1
8X07,2E42,3
8X11,4506,2
8X1E,450E,2
8X21,4510,2
8X2E,4515,2
8X37,8X36,1
8X41,4X0,1X
8X47,2E56,3
8X55,8X54,1
8X57,712,13
8X71,1592,6
8X7E,453E,2
8X81,680,14
8X91,1596,6
8X95,8X94,1
8X9E,454E,2
8XX7,8XX6,1
8XE5,8XE4,1
8E05,8E04,1
8E17,8E16,1
8E27,8E26,1
8E2E,4575,2
8E37,2E92,3
8E45,1958,5
8E4E,4585,2
8E55,8E54,1
8E71,22X9,4
8E75,8E74,1
8E87,8E86,1
8E9E,45XE,2
8EE1,22E9,4
8EEE,45EE,2
9007,9006,1
9015,9014,1
9025,9024,1
9027,9026,1
9041,148,66
9047,1006,9
9057,301X,3
9065,9064,1
9075,648,15
9077,3026,3
907E,463E,2
9081,4640,2
9091,2323,4
9097,3032,3
909E,464E,2
90X7,3036,3
90XE,4655,2
9127,9126,1
912E,4675,2
9131,2339,4
9135,9134,1
9137,9136,1
9145,9144,1
9155,19X8,5
915E,468E,2
9165,9164,1
9177,9176,1
917E,XE7,X
9185,9184,1
918E,46X5,2
9195,9194,1
91X1,46E0,2
91X7,3076,3
9217,9216,1
9231,2369,4
9235,1X08,5
923E,471E,2
9241,6X9,14
9251,2373,4
9257,9256,1
9261,1650,6
9267,30X2,3
926E,4735,2
9281,2380,4
929E,474E,2
92XE,E11,X
92E1,165X,6
9307,9306,1
9315,9314,1
931E,476E,2
9341,1668,6
9361,4790,2
9365,9364,1
9367,9366,1
936E,4795,2
9371,1672,6
9375,9374,1
9387,9386,1
938E,47X5,2
9395,9394,1
939E,47XE,2
93X7,756,13
93EE,47EE,2
940E,4805,2
9411,941,10
9447,105X,9
944E,4825,2
9451,4826,2
9455,9454,1
9475,9474,1
947E,483E,2
9485,9484,1
9487,316X,3
94X1,2426,4
94X5,94X4,1
94E7,94E6,1
9501,2430,4
9525,9524,1
953E,487E,2
9551,955,10
9557,1426,7
9565,9564,1
9575,9574,1
9577,9576,1
9581,713,14
9591,2453,4
95E7,1X96,5
9601,214,46
9605,9604,1
960E,4905,2
9615,9614,1
9627,320X,3
962E,E51,X
9631,2469,4
9651,2473,4
9655,9654,1
965E,492E,2
9665,1444,7
9687,322X,3
9695,9694,1
96XE,4955,2
96E5,96E4,1
9701,4960,2
9707,9706,1
9711,4966,2
9737,3252,3
973E,497E,2
974E,4985,2
975E,498E,2
9761,1253,8
9775,9774,1
9777,166,63
9781,1734,6
9785,1E18,5
9795,9794,1
97XE,49E5,2
97E1,229,44
97E7,97E6,1
97EE,49EE,2
9821,350,2X
9831,4X16,2
9837,9836,1
9847,9846,1
984E,4X25,2
986E,4X35,2
988E,E81,X
989E,4X4E,2
98X5,98X4,1
98X7,98X6,1
98E7,98E6,1
991E,4X6E,2
9927,9926,1
992E,4X75,2
9935,9934,1
9945,9944,1
9947,3316,3
9961,4X9,20
9967,9966,1
996E,E91,X
9975,9974,1
997E,4X9E,2
9997,3332,3
99XE,4XE5,2
99E1,177X,6
99E7,99E6,1
9X01,256,40
9X17,36,299
9X25,9X24,1
9X2E,4E15,2
9X31,9X3,10
9X35,9X34,1
9X41,4E20,2
9X47,9X46,1
9X51,4E26,2
9X71,2579,4
9X85,9X84,1
9X8E,4E45,2
9X97,9X96,1
9XX5,9XX4,1
9XXE,4E55,2
9E01,753,14
9E1E,4E6E,2
9E27,9E26,1
9E3E,4E7E,2
9E45,9E44,1
9E47,1EX6,5
9E57,9E56,1
9E5E,4E8E,2
9E61,12E3,8
9E7E,4E9E,2
9E87,9E86,1
9EX1,25E6,4
X00E,5005,2
X011,2603,4
X017,X016,1
X031,5016,2
X035,X034,1
X03E,501E,2
X045,X044,1
X051,1006,X
X05E,1007,X
X067,X066,1
X081,1814,6
X087,342X,3
X08E,5045,2
X091,2623,4
X095,X094,1
X0X1,1818,6
X0E5,X0E4,1
X0E7,X0E6,1
X107,356,2E
X117,X116,1
X121,X12,10
X137,X136,1
X13E,507E,2
X145,X144,1
X14E,5085,2
X155,X154,1
X157,X156,1
X161,1323,8
X171,X17,10
X17E,509E,2
X197,X196,1
X1X7,4X6,21
X201,5100,2
X205,X204,1
X20E,567,1X
X211,613,18
X225,X224,1
X227,X226,1
X235,X234,1
X247,3496,3
X24E,5125,2
X275,X274,1
X277,X276,1
X285,X284,1
X295,X294,1
X297,34E2,3
X2E7,X2E6,1
X301,1346,8
X315,X314,1
X321,X32,10
X32E,5175,2
X331,5176,2
X341,X34,10
X35E,377,2X
X365,X364,1
X367,3522,3
X37E,519E,2
X397,X396,1
X3X5,X3X4,1
X3X7,X3X6,1
X3E7,736,15
X407,966,11
X421,1363,8
X42E,5215,2
X43E,521E,2
X445,E38,E
X447,3556,3
X455,1594,7
X457,X456,1
X461,2716,4
X46E,5235,2
X485,X484,1
X487,X486,1
X497,3572,3
X4X1,5250,2
X4X5,X4X4,1
X4XE,5255,2
X4E1,5256,2
X511,2733,4
X535,X534,1
X537,3592,3
X53E,527E,2
X541,7X,140
X54E,5285,2
X551,2743,4
X565,X564,1
X575,X574,1
X581,174,66
X59E,52XE,2
X5X1,2756,4
X5X7,X5X6,1
X5XE,1071,X
X5E1,18EX,6
X5EE,52EE,2
X605,X604,1
X621,1904,6
X631,1076,X
X63E,531E,2
X647,3616,3
X657,X656,1
X661,1910,6
X667,X666,1
X671,5336,2
X675,X674,1
X68E,5345,2
X691,4X6,22
X695,X694,1
X6X5,X6X4,1
X6EE,535E,2
X701,5360,2
X711,643,18
X717,3646,3
X71E,1087,X
X721,5370,2
X735,X734,1
X745,X744,1
X755,354,31
X767,3662,3
X76E,5395,2
X777,X776,1
X791,53X6,2
X795,X794,1
X7X5,X7X4,1
X7E7,X7E6,1
X801,2800,4
X807,3682,3
X80E,5405,2
X817,X816,1
X821,2806,4
X825,X824,1
X841,5420,2
X851,5426,2
X85E,542E,2
X871,2819,4
X875,X874,1
X877,X876,1
X88E,5445,2
X891,2823,4
X8X1,1413,8
X907,X906,1
X90E,5465,2
X915,X914,1
X935,X934,1
X951,5486,2
X971,1972,6
X97E,549E,2
X987,X986,1
X997,X996,1
X9X5,X9X4,1
X9E5,X9E4,1
X9EE,54EE,2
XX0E,5505,2
XX1E,550E,2
XX25,XX24,1
XX31,1986,6
XX45,XX44,1
XX57,375X,3
XX61,2876,4
XX65,XX64,1
XX6E,5535,2
XX9E,554E,2
XXE7,377X,3
XE05,XE04,1
XE2E,5575,2
XE3E,557E,2
XE41,28X0,4
XE45,XE44,1
XE47,XE46,1
XE6E,5595,2
XE7E,559E,2
XE91,55X6,2
XE97,XE96,1
XEE5,2248,5
E001,5600,2
E005,E004,1
E01E,1127,X
E025,E024,1
E037,E036,1
E051,2913,4
E055,E054,1
E05E,562E,2
E061,5630,2
E067,3822,3
E095,E094,1
E0XE,5655,2
E0E1,X,1136
E105,E104,1
E10E,5665,2
E125,E124,1
E127,E126,1
E147,E146,1
E14E,5685,2
E151,2943,4
E157,E156,1
E167,3862,3
E171,E17,10
E181,56X0,2
E18E,56X5,2
E197,3872,3
E1X1,56E,20
E1E5,E1E4,1
E205,E204,1
E211,2963,4
E21E,570E,2
E231,2969,4
E265,E264,1
E26E,5735,2
E271,3E6,2X
E277,E276,1
E27E,573E,2
E28E,5745,2
E2X1,2986,4
E2X5,E2X4,1
E2X7,E2X6,1
E2XE,5755,2
E2E1,2989,4
E2E5,E2E4,1
E301,853,14
E307,E306,1
E315,E314,1
E31E,576E,2
E325,E324,1
E327,902,13
E331,5776,2
E337,E336,1
E341,5780,2
E351,1X6X,6
E357,391X,3
E377,130X,9
E385,E384,1
E387,E386,1
E395,E394,1
E39E,57XE,2
E3XE,57E5,2
E3E5,E3E4,1
E3EE,57EE,2
E411,5E,1E0
E417,416,29
E421,5810,2
E465,E464,1
E481,5840,2
E487,396X,3
E495,E494,1
E497,3972,3
E4X5,E4X4,1
E4E1,5856,2
E4EE,585E,2
E50E,5865,2
E51E,1187,X
E521,5870,2
E527,E526,1
E52E,5875,2
E541,1XX8,6
E555,E554,1
E561,5890,2
E571,2X49,4
E577,E576,1
E595,E594,1
E597,39E2,3
E5X5,E5X4,1
E5E1,58E6,2
E5E7,E5E6,1
E615,E614,1
E617,3X06,3
E635,E634,1
E63E,591E,2
E647,E646,1
E655,E654,1
E665,E664,1
E675,E674,1
E677,E676,1
E685,E684,1
E68E,5945,2
E69E,594E,2
E6X1,E6X,10
E6X5,E6X4,1
E6E7,E6E6,1
E705,E704,1
E707,E706,1
E711,1E22,6
E727,E726,1
E72E,5975,2
E73E,597E,2
E747,E746,1
E761,5990,2
E771,6E9,18
E777,E776,1
E781,1E34,6
E785,E784,1
E78E,59X5,2
E795,E794,1
E7X7,3X76,3
E7XE,59E5,2
E7E1,59E6,2
E801,340,36
E811,5X06,2
E815,E814,1
E81E,5X0E,2
E835,E834,1
E84E,647,1X
E85E,1207,X
E861,1569,8
E875,E874,1
E885,E884,1
E891,2E23,4
E8X7,2X6,41
E8E5,E8E4,1
E917,E916,1
E91E,5X6E,2
E925,E924,1
E931,1E66,6
E937,E936,1
E941,5X80,2
E945,E944,1
E947,3E16,3
E955,E954,1
E971,5X96,2
E975,E974,1
E97E,235,52
E987,3E2X,3
E98E,5XX5,2
E9X7,E9X6,1
E9E5,E9E4,1
E9E7,E9E6,1
EX25,EX24,1
EX27,3E4X,3
EX2E,5E15,2
EX4E,5E25,2
EX51,5E26,2
EX61,5E30,2
EX71,2E79,4
EX7E,5E3E,2
EX85,EX84,1
EX87,3E6X,3
EX97,EX96,1
EE01,10,EE0
EE07,EE06,1
EE17,3E86,3
EE2E,5E75,2
EE3E,5E7E,2
EE41,2EX0,4
EE5E,5E8E,2
EE75,EE74,1
EE85,EE84,1
EE97,6X2,19
EEX5,EEX4,1
EEX7,EEX6,1
EEE7,3EEX,3
