X41,X,6
X42,5,1
X43,14,8
X44,1,5
X45,12,X
X46,3,1
X47,4,6
X48,5,9
X49,12,4
X4X,1,3
X4E,2,10
X50,2,1
X51,6,2
X52,3,4
X53,X,4
X54,3,10
X55,2,6
X56,3,2
X57,4,6
X58,5,3
X59,2,8
X5X,1,2
X5E,2,4
X60,5,1
X61,4,18
X62,8,7
X63,6,8
X64,3,3
X65,6,4
X66,2,5
X67,10,2
X68,2,4
X69,6,2
X6X,1,9
X6E,12,4
X70,2,1
X71,4,2
X72,6,X
X73,X,6
X74,4,3
X75,12,6
X76,1,5
X77,6,2
X78,3,1
X79,2,4
X7X,3,2
X7E,8,6
X80,5,4
X81,14,6
X82,5,4
X83,2,14
X84,3,2
X85,2,4
X86,1,2
X87,4,6
X88,2,1
X89,X,2
X8X,3,3
X8E,6,6
X90,1,3
X91,4,6
X92,3,1
X93,8,4
X94,1,5
X95,6,4
X96,2,1
X97,4,2
X98,6,7
X99,4,6
X9X,1,3
X9E,2,14
XX0,2,1
XX1,14,2
XX2,8,4
XX3,10,6
XX4,4,3
XX5,6,X
XX6,1,4
XX7,4,10
XX8,2,1
XX9,4,2
XXX,1,6
XXE,8,16
XE0,6,1
XE1,6,6
XE2,3,3
XE3,4,4
XE4,3,5
XE5,6,6
XE6,1,3
XE7,4,6
XE8,5,1
XE9,2,4
XEX,1,2
XEE,2,6
E00,2,1
E01,6,2
E02,3,4
E03,8,6
E04,4,8
E05,8,6
E06,2,4
E07,6,2
E08,16,4
E09,2,8
E0X,3,2
E0E,2,4
E10,1,2
E11,4,10
E12,E,1
E13,4,8
E14,1,3
E15,2,10
E16,5,1
E17,6,8
E18,2,6
E19,4,2
E1X,1,3
E1E,6,4
E20,1,1
E21,X,2
E22,2,1
E23,8,2
E24,1,5
E25,6,4
E26,2,1
E27,10,2
E28,5,7
E29,4,10
E2X,1,5
E2E,8,X
E30,1,1
E31,16,8
E32,5,1
E33,6,4
E34,7,3
E35,2,6
E36,1,2
E37,16,2
E38,2,1
E39,2,2
E3X,4,2
E3E,6,10
E40,4,6
E41,10,8
E42,3,6
E43,2,X
E44,1,2
E45,32,4
E46,4,1
E47,24,6
E48,8,3
E49,X,4
E4X,4,5
E4E,6,4
E50,3,3
E51,4,8
E52,5,3
E53,6,10
E54,X,3
E55,2,1X
E56,2,2
E57,6,2
E58,3,4
E59,2,X
E5X,7,2
E5E,6,4
E60,1,3
E61,14,2
E62,5,1
E63,2,18
E64,7,2
E65,2,1X
E66,1,2
E67,4,22
E68,2,1
E69,2,2
E6X,1,2
E6E,8,46
E70,1,1
E71,X,26
E72,3,1
E73,2,8
E74,4,2
E75,2,4
E76,3,2
E77,4,8
E78,10,4
E79,4,6
E7X,6,5
E7E,2,10
E80,2,2
E81,X,2
E82,6,6
E83,4,8
E84,4,3
E85,2,10
E86,2,2
E87,X,2
E88,9,X
E89,8,6
E8X,4,6
E8E,36,4
E90,1,6
E91,6,22
E92,2,1
E93,2,2
E94,1,2
E95,8,6
E96,1,1
E97,10,6
E98,3,1
E99,X,4
E9X,3,6
E9E,2,X
EX0,3,2
EX1,14,12
EX2,2,4
EX3,4,2
EX4,1,5
EX5,10,6
EX6,4,1
EX7,6,8
EX8,6,6
EX9,14,12
EXX,4,8
EXE,8,6
EE0,2,3
EE1,4,2
EE2,E,3
EE3,X,6
EE4,1,5
EE5,18,4
EE6,1,1
EE7,X,6
EE8,2,1
EE9,12,2
EEX,3,5
EEE,12,4
1000,2,4
1001,4,2
1002,2,3
1003,2,2
1004,1,2
1005,2,16
1006,2,1
1007,X,2
1008,3,X
1009,4,4
100X,6,5
100E,8,6
1010,1,4
1011,1X,12
1012,3,1
1013,6,4
1014,3,3
1015,2,X
1016,1,2
1017,X,10
1018,5,1
1019,2,X
101X,4,2
101E,8,X
1020,1,7
1021,4,18
1022,8,1
1023,2,4
1024,14,2
1025,8,4
1026,1,3
1027,16,2
1028,3,1
1029,6,4
102X,9,E
102E,2,24
1030,2,2
1031,16,2
1032,2,3
1033,4,2
1034,7,3
1035,2,6
1036,2,2
1037,6,2
1038,5,6
1039,2,X
103X,3,2
103E,6,X
1040,1,4
1041,4,10
1042,2,1
1043,2,2
1044,4,2
1045,6,16
1046,1,4
1047,10,30
1048,9,1
1049,2,6
104X,1,2
104E,6,14
1050,1,1
1051,X,6
1052,2,1
1053,2,2
1054,6,2
1055,10,X
1056,4,3
1057,6,16
1058,2,3
1059,X,2
105X,4,3
105E,10,X
1060,1,3
1061,10,8
1062,3,1
1063,2,4
1064,3,2
1065,6,4
1066,2,3
1067,4,2
1068,2,6
1069,4,2
106X,1,5
106E,2,4
1070,3,1
1071,4,8
1072,3,3
1073,2,6
1074,3,2
1075,6,X
1076,2,8
1077,X,2
1078,8,7
1079,2,4
107X,1,2
107E,6,6
1080,4,1
1081,X,6
1082,3,3
1083,4,4
1084,9,3
1085,2,6
1086,1,2
1087,6,12
1088,5,1
1089,4,4
108X,3,3
108E,2,16
1090,2,2
1091,4,2
1092,2,4
1093,8,2
1094,3,3
1095,6,10
1096,3,5
1097,6,6
1098,5,3
1099,2,6
109X,1,2
109E,6,30
10X0,2,1
10X1,10,2
10X2,2,9
10X3,18,2
10X4,3,13
10X5,6,4
10X6,2,8
10X7,6,2
10X8,3,9
10X9,12,10
10XX,4,3
10XE,2,10
10E0,1,2
10E1,34,8
10E2,5,1
10E3,2,4
10E4,4,2
10E5,10,4
10E6,1,10
10E7,X,2
10E8,5,1
10E9,2,6
10EX,1,2
10EE,8,1X
1100,1,1
1101,6,8
1102,3,1
1103,6,4
1104,1,9
1105,8,4
1106,1,1
1107,4,6
1108,2,1
1109,6,2
110X,3,9
110E,2,16
1110,2,2
1111,4,2
1112,3,3
1113,4,4
1114,1,5
1115,2,14
1116,4,1
1117,X,10
1118,5,6
1119,4,12
111X,3,10
111E,8,6
1120,2,4
1121,4,2
1122,2,3
1123,8,2
1124,1,6
1125,2,4
1126,5,1
1127,X,12
1128,5,3
1129,4,10
112X,1,3
112E,6,X
1130,X,1
1131,1X,8
1132,2,4
1133,2,2
1134,1,2
1135,12,26
1136,3,1
1137,6,6
1138,2,7
1139,4,2
113X,4,19
113E,10,10
1140,4,6
1141,6,12
1142,8,4
1143,2,4
1144,7,2
1145,2,4
1146,2,2
1147,16,2
1148,12,3
1149,4,X
114X,1,5
114E,2,4
1150,1,1
1151,10,6
1152,8,1
1153,4,18
1154,6,3
1155,8,6
1156,2,3
1157,4,2
1158,2,4
1159,10,2
115X,3,9
115E,18,6
1160,2,5
1161,14,2
1162,3,16
1163,4,6
1164,1,3
1165,16,X
1166,1,1
1167,1X,8
1168,3,1
1169,2,6
116X,4,2
116E,2,10
1170,3,2
1171,4,12
1172,2,11
1173,2,2
1174,3,2
1175,2,X
1176,5,2
1177,4,6
1178,2,6
1179,2,2
117X,7,2
117E,8,4
1180,4,3
1181,4,6
1182,5,4
1183,2,4
1184,1,2
1185,2,14
1186,3,1
1187,4,18
1188,8,3
1189,6,4
118X,1,6
118E,18,10
1190,5,1
1191,6,12
1192,9,4
1193,2,6
1194,3,2
1195,8,6
1196,1,5
1197,4,12
1198,5,1
1199,8,6
119X,6,5
119E,10,4
11X0,1,X
11X1,6,12
11X2,2,1
11X3,6,2
11X4,1,3
11X5,38,6
11X6,1,1
11X7,X,8
11X8,2,1
11X9,2,2
11XX,1,2
11XE,2,4
11E0,4,1
11E1,X,12
11E2,2,10
11E3,6,2
11E4,6,5
11E5,2,X
11E6,1,2
11E7,10,2
11E8,3,1
11E9,2,8
11EX,3,2
11EE,10,4
1200,1,3
1201,4,6
1202,5,1
1203,10,6
1204,4,5
1205,26,10
1206,3,4
1207,4,8
1208,2,6
1209,2,2
120X,1,2
120E,6,6
1210,1,1
1211,4,2
1212,3,1
1213,8,4
1214,9,5
1215,12,6
1216,8,3
1217,6,10
1218,2,7
1219,20,2
121X,1,3
121E,2,X
1220,3,1
1221,X,12
1222,5,4
1223,X,4
1224,3,3
1225,2,4
1226,2,2
1227,16,2
1228,6,3
1229,2,14
122X,3,2
122E,16,X
1230,1,5
1231,3X,22
1232,3,1
1233,2,4
1234,11,2
1235,6,10
1236,4,3
1237,4,16
1238,5,7
1239,X,4
123X,1,12
123E,2,6
1240,2,1
1241,6,2
1242,2,3
1243,4,2
1244,1,3
1245,2,6
1246,3,1
1247,26,8
1248,3,4
1249,4,4
124X,4,3
124E,6,X
1250,2,8
1251,X,2
1252,2,4
1253,2,2
1254,1,2
1255,6,X
1256,1,1
1257,14,6
1258,8,1
1259,6,X
125X,1,3
125E,16,14
1260,1,1
1261,1X,2
