2, 1, 2
2, 1, 3
2, 1, 5
2, 1, 7
2, 1, 13
2, 1, 17
2, 1, 19
2, 1, 31
2, 1, 61
2, 1, 89
2, 1, 107
2, 1, 127
2, 1, 521
2, 1, 607
2, 1, 1279
2, 1, 2203
2, 1, 2281
2, 1, 3217
2, 2, 1
2, 2, 2
2, 2, 4
2, 2, 8
2, 2, 16
2, 3, 1
2, 3, 2
2, 3, 3
2, 3, 4
2, 3, 6
2, 3, 7
2, 3, 11
2, 3, 18
2, 3, 34
2, 3, 38
2, 3, 43
2, 3, 55
2, 3, 64
2, 3, 76
2, 3, 94
2, 3, 103
2, 3, 143
2, 3, 206
2, 3, 216
2, 3, 306
2, 3, 324
2, 3, 391
2, 3, 458
2, 3, 470
2, 3, 827
2, 3, 1274
2, 3, 3276
2, 4, 1
2, 4, 2
2, 4, 5
2, 4, 6
2, 4, 8
2, 4, 12
2, 4, 18
2, 4, 30
2, 4, 36
2, 4, 41
2, 4, 66
2, 4, 189
2, 4, 201
2, 4, 209
2, 4, 276
2, 4, 353
2, 4, 408
2, 4, 438
2, 4, 534
2, 4, 2208
2, 4, 2816
2, 4, 3168
2, 4, 3189
2, 5, 2
2, 5, 3
2, 5, 5
2, 5, 7
2, 5, 13
2, 5, 17
2, 5, 19
2, 5, 31
2, 5, 61
2, 5, 89
2, 5, 107
2, 5, 127
2, 5, 521
2, 5, 607
2, 5, 1279
2, 5, 2203
2, 5, 2281
2, 5, 3217
2, 6, 1
2, 6, 2
2, 6, 4
2, 6, 8
2, 6, 16
2, 7, 3
2, 7, 4
2, 7, 5
2, 7, 6
2, 7, 9
2, 7, 10
2, 7, 12
2, 7, 14
2, 7, 20
2, 7, 22
2, 7, 24
2, 7, 29
2, 7, 94
2, 7, 116
2, 7, 122
2, 7, 150
2, 7, 174
2, 7, 213
2, 7, 221
2, 7, 233
2, 7, 266
2, 7, 336
2, 7, 452
2, 7, 545
2, 7, 689
2, 7, 694
2, 7, 850
2, 7, 1736
2, 7, 2321
2, 7, 3237
2, 8, 1
2, 8, 2
2, 8, 3
2, 8, 4
2, 8, 6
2, 8, 7
2, 8, 12
2, 8, 15
2, 8, 16
2, 8, 18
2, 8, 28
2, 8, 30
2, 8, 55
2, 8, 67
2, 8, 84
2, 8, 228
2, 8, 390
2, 8, 784
2, 8, 1110
2, 8, 1704
2, 8, 2008
2, 8, 2139
2, 8, 2191
2, 8, 2367
2, 8, 2370
3, 1, 1
3, 1, 2
3, 1, 3
3, 1, 7
3, 1, 8
3, 1, 12
3, 1, 20
3, 1, 23
3, 1, 27
3, 1, 35
3, 1, 56
3, 1, 62
3, 1, 68
3, 1, 131
3, 1, 222
3, 1, 384
3, 1, 387
3, 1, 579
3, 1, 644
3, 1, 1772
3, 2, 1
3, 2, 2
3, 2, 4
3, 2, 5
3, 2, 6
3, 2, 9
3, 2, 16
3, 2, 17
3, 2, 30
3, 2, 54
3, 2, 57
3, 2, 60
3, 2, 65
3, 2, 132
3, 2, 180
3, 2, 320
3, 2, 696
3, 2, 782
3, 2, 822
3, 2, 897
3, 2, 1252
3, 2, 1454
3, 3, 1
3, 3, 3
3, 3, 5
3, 3, 7
3, 3, 15
3, 3, 45
3, 3, 95
3, 3, 235
3, 3, 463
3, 3, 733
3, 3, 1437
3, 3, 1583
3, 3, 1677
3, 3, 1803
3, 4, 1
3, 4, 2
3, 4, 3
3, 4, 6
3, 4, 14
3, 4, 15
3, 4, 39
3, 4, 201
3, 4, 249
3, 4, 885
3, 4, 1005
3, 4, 1254
3, 4, 1635
3, 5, 2
3, 5, 4
3, 5, 5
3, 5, 6
3, 5, 9
3, 5, 22
3, 5, 37
3, 5, 41
3, 5, 90
3, 5, 102
3, 5, 105
3, 5, 317
3, 5, 520
3, 5, 541
3, 5, 561
3, 5, 648
3, 5, 780
3, 5, 786
3, 5, 957
3, 5, 1353
3, 5, 2224
3, 5, 2521
3, 6, 1
3, 6, 2
3, 6, 3
3, 6, 4
3, 6, 8
3, 6, 10
3, 6, 14
3, 6, 15
3, 6, 24
3, 6, 26
3, 6, 36
3, 6, 63
3, 6, 98
3, 6, 110
3, 6, 123
3, 6, 126
3, 6, 139
3, 6, 235
3, 6, 243
3, 6, 315
3, 6, 363
3, 6, 386
3, 6, 391
3, 6, 494
3, 6, 1131
3, 6, 1220
3, 6, 1503
3, 6, 1858
3, 7, 2
3, 7, 3
3, 7, 5
3, 7, 21
3, 7, 31
3, 7, 37
3, 7, 41
3, 7, 53
3, 7, 73
3, 7, 101
3, 7, 175
3, 7, 203
3, 7, 225
3, 7, 455
3, 7, 557
3, 7, 651
3, 7, 1333
3, 8, 1
3, 8, 2
3, 8, 3
3, 8, 6
3, 8, 9
3, 8, 10
3, 8, 22
3, 8, 30
3, 8, 42
3, 8, 57
3, 8, 87
3, 8, 174
3, 8, 195
3, 8, 198
3, 8, 562
3, 8, 994
3, 8, 2421
3, 8, 2487
4, 1, 1
4, 1, 2
4, 1, 3
4, 1, 9
4, 1, 17
4, 1, 19
4, 1, 32
4, 1, 38
4, 1, 47
4, 1, 103
4, 1, 108
4, 1, 153
4, 1, 162
4, 1, 229
4, 1, 235
4, 1, 637
4, 1, 1638
4, 1, 2102
4, 1, 2567
4, 2, 1
4, 2, 3
4, 2, 4
4, 2, 6
4, 2, 9
4, 2, 15
4, 2, 18
4, 2, 33
4, 2, 138
4, 2, 204
4, 2, 219
4, 2, 267
4, 2, 1104
4, 2, 1408
4, 2, 1584
4, 2, 1956
4, 3, 1
4, 3, 2
4, 3, 4
4, 3, 5
4, 3, 6
4, 3, 7
4, 3, 9
4, 3, 16
4, 3, 24
4, 3, 27
4, 3, 36
4, 3, 74
4, 3, 92
4, 3, 124
4, 3, 135
4, 3, 137
4, 3, 210
4, 3, 670
4, 3, 719
4, 3, 761
4, 3, 819
4, 3, 877
4, 3, 942
4, 3, 1007
4, 3, 1085
4, 3, 1274
4, 3, 1311
4, 3, 1326
4, 3, 1352
4, 5, 2
4, 5, 3
4, 5, 5
4, 5, 6
4, 5, 7
4, 5, 10
4, 5, 11
4, 5, 12
4, 5, 47
4, 5, 58
4, 5, 61
4, 5, 75
4, 5, 87
4, 5, 133
4, 5, 168
4, 5, 226
4, 5, 347
4, 5, 425
4, 5, 868
4, 5, 1977
4, 5, 2815
4, 6, 1
4, 6, 2
4, 6, 3
4, 6, 6
4, 6, 8
4, 6, 9
4, 6, 14
4, 6, 15
4, 6, 42
4, 6, 114
4, 6, 195
4, 6, 392
4, 6, 555
4, 6, 852
4, 6, 1004
4, 6, 1185
4, 6, 2001
4, 6, 2030
4, 6, 2031
4, 6, 2276
4, 7, 2
4, 7, 3
4, 7, 4
4, 7, 5
4, 7, 6
4, 7, 9
4, 7, 10
4, 7, 13
4, 7, 16
4, 7, 18
4, 7, 28
4, 7, 33
4, 7, 59
4, 7, 65
4, 7, 75
4, 7, 83
4, 7, 103
4, 7, 113
4, 7, 275
4, 7, 353
4, 7, 405
4, 7, 568
4, 7, 614
4, 7, 909
4, 7, 1184
4, 7, 1200
4, 7, 1564
4, 7, 2266
4, 7, 2556
5, 1, 1
5, 1, 3
5, 1, 9
5, 1, 13
5, 1, 15
5, 1, 25
5, 1, 39
5, 1, 69
5, 1, 165
5, 1, 171
5, 1, 209
5, 1, 339
5, 1, 2033
5, 2, 2
5, 2, 6
5, 2, 18
5, 2, 50
5, 2, 290
5, 2, 2582
5, 3, 1
5, 3, 2
5, 3, 5
5, 3, 11
5, 3, 28
5, 3, 65
5, 3, 72
5, 3, 361
5, 3, 479
5, 3, 494
5, 3, 599
5, 3, 1062
5, 3, 1094
5, 3, 1193
5, 3, 2827
5, 3, 3271
5, 4, 1
5, 4, 2
5, 4, 3
5, 4, 23
5, 4, 27
5, 4, 33
5, 4, 63
5, 4, 158
5, 4, 278
5, 4, 290
5, 4, 351
5, 4, 471
5, 4, 797
5, 5, 5
5, 5, 7
5, 5, 15
5, 5, 47
5, 5, 81
5, 5, 115
5, 5, 267
5, 5, 285
5, 6, 2
5, 6, 6
5, 6, 10
5, 6, 102
5, 6, 494
5, 6, 794
5, 6, 1326
5, 7, 2
5, 7, 4
5, 7, 5
5, 7, 6
5, 7, 10
5, 7, 53
5, 7, 76
5, 7, 82
5, 7, 88
5, 7, 242
5, 7, 247
5, 7, 473
5, 7, 586
5, 7, 966
5, 7, 1015
5, 7, 1297
5, 7, 1825
5, 7, 2413
5, 7, 2599
5, 7, 2833
5, 8, 1
5, 8, 2
5, 8, 3
5, 8, 4
5, 8, 13
5, 8, 88
5, 8, 177
5, 8, 184
5, 8, 297
5, 8, 304
5, 8, 310
5, 8, 562
5, 8, 892
5, 8, 1300
6, 1, 1
6, 1, 2
6, 1, 6
6, 1, 7
6, 1, 11
6, 1, 23
6, 1, 33
6, 1, 48
6, 1, 68
6, 1, 79
6, 1, 116
6, 1, 151
6, 1, 205
6, 1, 1016
6, 1, 1332
6, 1, 1448
6, 2, 1
6, 2, 2
6, 2, 4
6, 2, 17
6, 2, 136
6, 2, 147
6, 2, 203
6, 2, 590
6, 2, 754
6, 2, 964
6, 2, 970
6, 2, 1847
6, 2, 2031
6, 2, 2727
6, 2, 2871
6, 3, 1
6, 3, 2
6, 3, 3
6, 3, 13
6, 3, 21
6, 3, 28
6, 3, 30
6, 3, 32
6, 3, 36
6, 3, 48
6, 3, 52
6, 3, 76
6, 3, 734
6, 3, 2236
6, 3, 2272
6, 3, 3135
6, 4, 1
6, 4, 6
6, 4, 17
6, 4, 38
6, 4, 50
6, 4, 80
6, 4, 207
6, 4, 236
6, 4, 264
6, 4, 309
6, 4, 555
6, 4, 1128
6, 4, 1479
6, 4, 1574
6, 4, 2808
6, 5, 2
6, 5, 3
6, 5, 4
6, 5, 29
6, 5, 31
6, 5, 34
6, 5, 53
6, 5, 65
6, 5, 94
6, 5, 202
6, 5, 288
6, 5, 415
6, 5, 457
6, 5, 483
6, 5, 703
6, 5, 762
6, 5, 1285
6, 5, 1464
6, 5, 2094
6, 6, 1
6, 6, 2
6, 6, 4
6, 6, 7
6, 6, 10
6, 6, 14
6, 6, 18
6, 6, 32
6, 6, 55
6, 6, 102
6, 6, 177
6, 6, 190
6, 6, 247
6, 6, 276
6, 6, 372
6, 6, 1524
6, 6, 1545
6, 6, 2502
6, 7, 2
6, 7, 4
6, 7, 6
6, 7, 8
6, 7, 9
6, 7, 10
6, 7, 15
6, 7, 20
6, 7, 46
6, 7, 49
6, 7, 61
6, 7, 98
6, 7, 110
6, 7, 144
6, 7, 266
6, 7, 344
6, 7, 978
6, 7, 1692
6, 7, 1880
6, 7, 1924
6, 7, 3142
6, 7, 3220
6, 8, 1
6, 8, 2
6, 8, 3
6, 8, 4
6, 8, 6
6, 8, 21
6, 8, 24
6, 8, 27
6, 8, 30
6, 8, 54
6, 8, 70
6, 8, 126
6, 8, 369
6, 8, 435
6, 8, 612
6, 8, 787
6, 8, 1275
6, 8, 2155
6, 8, 2436
7, 1, 1
7, 1, 2
7, 1, 7
7, 1, 18
7, 1, 55
7, 1, 69
7, 1, 87
7, 1, 119
7, 1, 141
7, 1, 189
7, 1, 249
7, 1, 354
7, 1, 1586
7, 1, 2135
7, 1, 2865
7, 1, 2930
7, 2, 1
7, 2, 4
7, 2, 9
7, 2, 99
7, 2, 412
7, 2, 2633
7, 3, 4
7, 3, 7
7, 3, 10
7, 3, 14
7, 3, 23
7, 3, 59
7, 3, 1550
7, 3, 1835
7, 3, 2515
7, 5, 2
7, 5, 3
7, 5, 6
7, 5, 9
7, 5, 21
7, 5, 25
7, 5, 33
7, 5, 49
7, 5, 54
7, 5, 133
7, 5, 245
7, 5, 255
7, 5, 318
7, 5, 1023
7, 5, 1486
7, 6, 1
7, 6, 3
7, 6, 16
7, 6, 36
7, 6, 244
7, 6, 315
7, 6, 2577
7, 7, 2
7, 7, 4
7, 7, 8
7, 7, 10
7, 7, 50
7, 7, 106
7, 7, 182
7, 7, 293
7, 7, 964
7, 7, 1108
7, 7, 1654
7, 7, 1756
8, 1, 3
8, 1, 7
8, 1, 15
8, 1, 59
8, 2, 2
8, 2, 40
8, 2, 58
8, 2, 60
8, 2, 130
8, 2, 144
8, 2, 752
8, 3, 1
8, 3, 5
8, 3, 7
8, 3, 21
8, 3, 33
8, 3, 53
8, 3, 103
8, 3, 313
8, 3, 517
8, 3, 1863
8, 3, 2669
8, 4, 1
8, 4, 2
8, 4, 11
8, 4, 14
8, 4, 21
8, 4, 27
8, 4, 54
8, 4, 122
8, 4, 221
8, 4, 435
8, 4, 498
8, 4, 942
8, 4, 1118
8, 4, 1139
8, 4, 1230
8, 4, 1614
8, 4, 1934
8, 5, 13
8, 5, 661
8, 5, 773
8, 5, 833
8, 6, 2
8, 6, 6
8, 6, 10
8, 6, 26
8, 6, 42
8, 6, 58
8, 6, 68
8, 6, 196
8, 6, 266
