1,1
481,480
482,48
483,260
484,24
485,318
486,48
487,80
488,40
489,108
48X,X0
48E,320
490,X0
491,150
492,206
493,134
494,128
495,530
496,1X0
497,974
498,250
499,20
49X,4X0
49E,5X0
4X0,34
4X1,68
4X2,4X4
4X3,174
4X4,50
4X5,990
4X6,360
4X7,534
4X8,140
4X9,3X0
4XX,1X
4XE,150
4E0,34
4E1,9X4
4E2,2E0
4E3,220
4E4,74
4E5,236
4E6,40
4E7,120
4E8,60
4E9,48
4EX,25X
4EE,4EX
500,40
501,86
502,534
503,68
504,264
505,50
506,1X0
507,506
508,120
509,1160
50X,60
50E,128
510,188
511,X24
512,266
513,120
514,254
515,2X0
516,X0
517,X34
518,170
519,1E4
51X,90
51E,51X
520,X0
521,210
522,524
523,120
524,40
525,160
526,420
527,106
528,268
529,120
52X,E8
52E,210
530,60
531,X64
532,108
533,1X0
534,X0
535,13X
536,360
537,470
538,278
539,40
53X,27X
53E,1E4
540,194
541,540
542,20
543,X8
544,140
545,370
546,1X0
547,50
548,80
549,320
54X,110
54E,34
550,120
551,5X0
552,128
553,260
554,240
555,670
556,1X0
557,XE4
558,30
559,734
55X,110
55E,120
560,20
561,604
562,564
563,160
564,30
565,E10
566,X0
567,268
568,340
569,1X0
56X,294
56E,60
570,E4
571,E0
572,2E0
573,X0
574,2X0
575,14X
576,160
577,E34
578,50
579,760
57X,320
57E,6X0
580,14
581,308
582,86
583,120
584,50
585,398
586,E4
587,586
588,E4
589,X0
58X,X0
58E,3X0
590,1X0
591,E64
592,120
593,788
594,314
595,240
596,1E4
597,6E0
598,X0
599,260
59X,1E4
59E,59X
5X0,20
5X1,404
5X2,5X4
5X3,1E4
5X4,2E4
5X5,70
5X6,3X0
5X7,1X0
5X8,300
5X9,3E4
5XX,180
5XE,598
5E0,1E4
5E1,184
5E2,270
5E3,X0
5E4,160
5E5,2E8
5E6,120
5E7,EE4
5E8,1X0
5E9,X0
5EX,2EX
5EE,5EX
600,200
601,250
602,300
603,1X8
604,50
605,220
606,X0
607,674
608,308
609,80
60X,308
60E,210
610,60
611,1024
612,306
613,288
614,40
615,308
616,120
617,1034
618,94
619,X0
61X,208
61E,61X
620,108
621,X6
622,1X0
623,160
624,104
625,648
626,420
627,60
628,280
629,434
62X,314
62E,50
630,X0
631,300
632,X0
633,1X0
634,48
635,770
636,420
637,1074
638,108
639,2X0
63X,70
63E,63X
640,68
641,120
642,96
643,520
644,78
645,1X0
646,100
647,646
648,1X0
649,434
64X,650
64E,E8
650,20
651,7E0
652,326
653,2X0
654,114
655,654
656,X0
657,5X0
658,174
659,874
65X,660
65E,40
660,120
661,660
662,2X0
663,220
664,1E0
665,1110
666,448
667,92
668,68
669,60
66X,1X0
66E,1120
670,88
671,360
672,X0
673,8X0
674,40
675,338
676,160
677,7E0
678,24
679,X0
67X,33X
67E,150
680,140
681,26
682,384
683,160
684,68
685,140
686,1X0
687,686
688,1X0
689,68
68X,80
68E,1160
690,460
691,5X0
692,116
693,5X0
694,354
695,694
696,234
697,1X0
698,70
699,920
69X,6X0
69E,69X
6X0,34
6X1,30
6X2,68
6X3,3X0
6X4,1E4
6X5,74
6X6,20
6X7,6X6
6X8,340
6X9,474
6XX,156
6XE,30
6E0,120
6E1,11X4
6E2,6E4
6E3,960
6E4,420
6E5,120
6E6,474
6E7,68
6E8,120
6E9,2X0
6EX,35X
6EE,760
700,40
701,100
702,150
703,48
704,1X0
705,484
706,48
707,50
708,360
709,120
70X,710
70E,1220
710,40
711,1224
712,60
713,X0
714,714
715,50
716,260
717,264
718,X8
719,820
71X,150
71E,152
720,74
721,248
722,3X0
723,1X0
724,170
725,354
726,4X0
727,726
728,240
729,4X0
72X,198
72E,210
730,X0
731,X0
732,734
733,988
734,1X0
735,734
736,X0
737,1274
738,378
739,X60
73X,180
73E,8X0
740,80
741,106
742,362
743,74
744,90
745,1290
746,X0
747,746
748,X0
749,5X0
74X,E8
74E,80
750,74
751,12X4
752,160
753,40
754,1X8
755,278
756,60
757,920
758,50
759,9E4
75X,120
75E,120
760,60
761,362
762,764
763,534
764,390
765,50
766,508
767,766
768,54
769,1X0
76X,470
76E,220
770,120
771,1324
772,774
773,60
774,E4
775,774
776,520
777,670
778,X0
779,X20
77X,34
77E,77X
780,128
781,240
782,66
783,260
784,3X4
785,310
786,320
787,2X0
788,1E4
789,160
78X,790
78E,310
790,X0
791,1364
792,434
793,X48
794,80
795,34
796,40
797,1374
798,1E4
799,420
79X,7X0
79E,326
7X0,134
7X1,1E6
7X2,120
7X3,1E4
7X4,3E4
7X5,2X0
7X6,160
7X7,320
7X8,3X8
7X9,108
7XX,1E8
7XE,1X8
7E0,X0
7E1,6X0
7E2,7E4
7E3,360
7E4,120
7E5,1E0
7E6,534
7E7,7E0
7E8,50
7E9,X74
7EX,470
7EE,172
800,280
801,40
802,28
803,20
804,1X8
805,434
806,140
807,874
808,X0
809,560
80X,120
80E,1420
810,80
811,4X0
812,160
813,220
814,100
815,356
816,120
817,1434
818,144
819,128
81X,820
81E,970
820,120
821,160
822,X0
823,1X0
824,X0
825,1450
826,60
827,70
828,428
829,220
82X,104
82E,1X0
830,60
831,18
832,40
833,E08
834,420
835,834
836,60
837,70
838,218
839,X0
83X,22
83E,920
840,180
841,106
842,X0
843,294
844,1X0
845,180
846,2X0
847,3X8
848,420
849,5X0
84X,1X0
84E,250
850,2X0
851,14X4
852,14X
853,460
854,228
855,214
856,X0
857,830
858,270
859,320
85X,458
85E,85X
860,40
861,2E0
862,864
863,2X0
864,434
865,1510
866,X0
867,866
868,40
869,2X0
86X,434
86E,5X0
870,E4
871,1524
