1;1
2;2
3;5
4;10
5;13
6;17
7;26
8;29
9;37
10;41
11;50
12;53
13;58
14;61
15;65
16;73
17;74
18;82
19;85
20;89
21;97
22;101
23;106
24;109
25;113
26;122
27;125
28;130
29;137
30;145
31;149
32;157
33;170
34;173
35;181
36;185
37;193
38;197
39;202
40;218
41;226
42;229
43;233
44;241
45;250
46;257
47;265
48;269
49;274
50;277
51;281
52;290
53;293
54;298
55;313
56;314
57;317
58;325
59;337
60;338
61;346
62;349
63;353
64;362
65;365
66;370
67;373
68;389
69;394
70;397
71;401
72;409
73;421
74;425
75;433
76;442
77;445
78;449
79;457
80;458
81;461
82;481
83;485
84;493
85;509
86;521
87;530
88;533
89;538
90;541
91;554
92;557
93;565
94;569
95;577
96;586
97;593
98;601
99;610
100;613
101;617
102;626
103;629
104;634
105;641
106;653
107;661
108;673
109;677
110;685
111;697
112;698
113;701
114;709
115;730
116;733
117;746
118;754
119;757
120;761
121;769
122;773
123;778
124;785
125;794
126;797
127;809
128;818
129;821
130;829
131;842
132;845
133;853
134;857
135;865
136;877
137;881
138;901
139;914
140;922
141;925
142;929
143;937
144;941
145;949
146;953
147;962
148;965
149;970
150;977
151;985
152;986
153;997
154;1009
155;1010
156;1013
157;1018
158;1021
159;1025
160;1033
161;1037
162;1042
163;1049
164;1061
165;1066
166;1069
167;1073
168;1082
169;1090
170;1093
171;1097
172;1105
173;1109
174;1114
175;1117
176;1129
177;1130
178;1138
179;1145
180;1153
181;1157
182;1165
183;1181
184;1189
185;1193
186;1201
187;1213
188;1217
189;1226
190;1229
191;1237
192;1241
193;1249
194;1250
195;1258
196;1261
197;1277
198;1285
199;1289
200;1297
201;1301
202;1306
203;1313
204;1321
205;1322
206;1325
207;1354
208;1361
209;1370
210;1373
211;1378
212;1381
213;1385
214;1402
215;1409
216;1417
217;1418
218;1429
219;1433
220;1445
221;1450
222;1453
223;1465
224;1466
225;1481
226;1489
227;1490
228;1493
229;1514
230;1522
231;1525
232;1546
233;1549
234;1553
235;1565
236;1570
237;1585
238;1586
239;1594
240;1597
241;1601
242;1609
243;1613
244;1618
245;1621
246;1625
247;1637
248;1642
249;1649
250;1657
251;1658
252;1669
253;1682
254;1685
255;1693
256;1697
257;1706
258;1709
259;1714
260;1721
261;1730
262;1733
263;1741
264;1745
265;1753
266;1754
267;1765
268;1769
269;1777
270;1781
271;1789
272;1801
273;1810
274;1825
275;1850
276;1853
277;1861
278;1865
279;1873
280;1877
281;1882
282;1889
283;1898
284;1901
285;1906
286;1913
287;1921
288;1930
289;1933
290;1937
291;1949
292;1970
293;1973
294;1985
295;1993
296;1994
297;1997
298;2017
299;2026
300;2029
301;2042
302;2050
303;2053
304;2069
305;2074
306;2081
307;2089
308;2113
309;2117
310;2122
311;2125
312;2129
313;2137
314;2138
315;2141
316;2146
317;2153
318;2161
319;2165
320;2173
321;2186
322;2197
323;2210
324;2213
325;2218
326;2221
327;2234
328;2237
329;2249
330;2257
331;2258
332;2269
333;2273
334;2281
335;2285
336;2290
337;2293
338;2297
339;2305
340;2309
341;2314
342;2330
343;2333
344;2341
345;2357
346;2362
347;2377
348;2378
349;2381
350;2389
351;2393
352;2402
353;2405
354;2417
355;2425
356;2426
357;2437
358;2441
359;2458
360;2465
361;2473
362;2474
363;2477
364;2482
365;2501
366;2509
367;2521
368;2522
369;2545
370;2549
371;2554
372;2557
373;2561
374;2570
375;2581
376;2593
377;2602
378;2605
379;2609
380;2617
381;2621
382;2626
383;2633
384;2642
385;2657
386;2665
387;2677
388;2689
389;2690
390;2693
391;2705
392;2713
393;2725
394;2729
395;2738
396;2741
397;2746
398;2749
399;2753
400;2762
401;2770
402;2777
403;2785
404;2789
405;2797
406;2801
407;2810
408;2813
409;2825
410;2833
411;2834
412;2837
413;2857
414;2858
415;2861
416;2873
417;2885
418;2890
419;2897
420;2906
421;2909
422;2917
423;2929
424;2930
425;2941
426;2953
427;2957
428;2965
429;2969
430;2977
431;2986
432;3001
433;3026
434;3029
435;3037
436;3041
437;3049
438;3050
439;3061
440;3065
441;3074
442;3077
443;3085
444;3089
445;3098
446;3109
447;3121
448;3125
449;3130
450;3133
451;3137
452;3145
453;3161
454;3169
455;3170
456;3181
457;3194
458;3202
459;3209
460;3217
461;3221
462;3226
463;3229
464;3233
465;3242
466;3250
467;3253
468;3257
469;3265
470;3274
471;3277
472;3281
473;3293
474;3301
475;3313
476;3314
477;3329
478;3338
479;3341
480;3349
481;3361
482;3365
483;3370
