1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
X,1
E,1
10,1
11,1
12,2
13,2
14,1
15,1
16,1
17,1
18,1
19,1
1X,4
1E,1
20,1
21,1
22,2
23,1
24,1
25,1
26,1
27,1
28,1
29,4
2X,1
2E,2
30,1
31,1
32,6
33,2
34,1
35,1
36,1
37,1
38,2
39,2
3X,X
3E,1
40,1
41,1
42,1
43,8
44,1
45,1
46,1
47,2
48,2
49,1
4X,3
4E,1
50,1
51,1
52,4
53,2
54,1
55,2
56,1
57,1
58,1
59,5
5X,1
5E,1
60,1
61,1
62,6
63,2
64,3
65,4
66,1
67,1
68,1
69,1
6X,4
6E,1
70,1
71,14
72,6
73,6
74,4
75,1
76,1
77,2
78,5
79,4
7X,E
7E,6
80,1
81,1
82,2
83,2
84,1
85,1
86,1
87,1
88,2
89,2
8X,10
8E,1
90,1
91,1
92,1
93,2
94,1
95,1
96,1
97,X
98,3
99,2
9X,24
9E,4
X0,1
X1,1
X2,4
X3,4
X4,2
X5,1
X6,1
X7,1
X8,1
X9,6
XX,1
XE,1
E0,4
E1,9
E2,X
E3,2
E4,1
E5,1
E6,X
E7,1
E8,2
E9,E
EX,10
EE,4
100,1
101,6
102,6
103,2
104,3
105,1
106,1
107,1
108,2
109,4
10X,2
10E,2
110,1
111,1
112,10
113,6
114,1
115,X
116,1
117,1
118,2
119,4
11X,18
11E,1
120,1
121,1
122,1
123,2
124,3
125,1
126,2
127,2
128,1
129,24
12X,X
12E,1
130,1
131,1
132,6
133,4
134,X
135,6
136,1
137,8
138,E
139,1
13X,1
13E,1
140,1
141,1
142,2
143,8
144,1
145,1
146,4
147,1
148,1
149,5
14X,18
14E,2
150,1
151,8
152,8
153,X
154,1
155,6
156,1
157,1
158,6
159,10
15X,44
15E,6
160,1
161,4
162,16
163,4
164,1
165,14
166,1
167,1
168,2
169,1
16X,3
16E,1
170,1
171,1
172,2
173,2
174,1
175,1
176,1
177,1X
178,12
179,3
17X,1
17E,1
180,1
181,1
182,4
183,1
184,2
185,2
186,1
187,16
188,4
189,8
18X,1
18E,1
190,1
191,4
192,6
193,2
194,1
195,1
196,2
197,16
198,2
199,6
19X,10
19E,1
1X0,2
1X1,4
1X2,16
1X3,18
1X4,5
1X5,1
1X6,1
1X7,1
1X8,1
1X9,1
1XX,8
1XE,2
1E0,1
1E1,1
1E2,1X
1E3,2
1E4,1
1E5,1
1E6,E
1E7,1
1E8,6
1E9,4
1EX,1
1EE,4
200,1
201,1
202,6
203,14
204,3
205,1
206,1
207,12
208,2
209,4
20X,30
20E,X
210,1
211,3
212,18
213,18
214,3
215,2
216,1
217,1
218,4
219,14
21X,1
21E,1
220,1
221,1
222,10
223,4
224,6
225,1
226,10
227,6
228,1
229,44
22X,5
22E,8
230,1
231,4
232,46
233,2
234,4
235,1X
236,1
237,1
238,X
239,2
23X,6X
23E,X
240,1
241,1
242,2
243,20
244,1
245,X
246,1
247,1
248,2
249,X
24X,12
24E,1
250,6
251,1
252,2
253,2
254,4
255,1
256,12
257,6
258,5
259,14
25X,E
25E,1
260,1
261,1
262,10
263,4
264,3
265,20
266,1
267,1
268,5
269,2
26X,1
26E,10
270,4
271,1
272,2
273,2
274,E
275,2
276,1
277,1
278,6
279,6
27X,30
27E,1
280,1
281,1
282,2
283,6
284,1
285,1
286,1
287,18
288,2
289,10
28X,19
28E,4
290,1
291,1
292,26
293,2
294,1
295,1
296,X
297,10
298,X
299,2
29X,1
29E,10
2X0,1
2X1,1
2X2,1
2X3,14
2X4,4
2X5,12
2X6,X
2X7,18
2X8,2
2X9,E
2XX,10
2XE,1
2E0,1
2E1,1
2E2,10
2E3,1X
2E4,4
2E5,8
2E6,2
2E7,10
2E8,22
2E9,4
2EX,6
2EE,1
300,1
301,1
302,6
303,8
304,9
305,26
306,1
307,1
308,1
309,1
30X,1
30E,1
310,1
311,34
312,30
313,16
314,1
315,1
316,1
317,4
318,3
319,18
31X,24
31E,10
320,1
321,1
322,16
323,8
324,5
325,1
326,4
327,1
328,3
329,1
32X,24
32E,1
330,1
331,X
332,1X
333,6
334,24
335,10
336,10
337,6
338,2
339,6
33X,20
33E,1
340,1
341,9
342,4
343,2
344,2
345,28
346,1
347,1
348,4
349,1
34X,1
34E,1
350,4
351,40
352,6
353,2
354,1
355,4
356,34
357,1
358,1
359,35
35X,84
35E,1
360,1
361,2
362,1
363,2
364,3
365,1
366,1
367,16
368,1
369,1
36X,1
36E,14
370,6
371,38
372,16
373,36
374,1
375,1
376,3
377,1
378,6
379,4
37X,XX
37E,4
380,4
381,1
382,6
383,12
384,3
385,8
386,X
387,44
388,X
389,74
38X,56
38E,2
390,1
391,1
392,30
393,4
394,1
395,16
396,1
397,1
398,4
399,2
39X,1
39E,6
