2: 1, 2, 4, 8, 14, 28, 54, X8, 194, 368, 714, 1228, 2454, 48X8, 9594, 16E68, 31E14, 63X28, 107854, 2134X8, 426994, 851768, 14X3314, 2986628, 5751054, E2X20X8, 1X584194, 38E48368, 75X94714, 12E969228, 25E716454, 4EE2308X8, 9EX461594, 17E8902E68, 33E5605E14, 67XE00EX28, 1139X01E854, 2277803E4X8, 4533407X994, 8X668139768, 159114277314, 2E6228532628, 5E0454X65054, EX08X990X0X8, 1E81597618194, 3E42E73034368, 7X85E26068714, 1394EX50115228, 2769E8X022X454,
11: 1, 11, 121, 1331, 14641, 15XX51, 1749361, 19020971, 1X922X481, 207E513091, 228746439X1, 24E3EXX817E1, 27433X9699701, 29E77284474711, 309729E08EEE821, 33X4X08E98EE7X31, 37232X98968E76141, 3X9561866438717551, 4282E7X30X803890X61, 46XE27613E684059E471, 4E5X1X175363046393E81, 5453EEE9089934XX113791, 59993EE899670838E24E4X1, 637713E867417900817442E1, 69E2853831E59490898E87201, 7491E18EE51532199668839211, 801E10X8E466853E7413500E321, 882101E783E131936E5485102531, 94X31217403044E0X64X116127841, X2314338E433493EE4E2E2773X4051, E054577083768213E44221X2E224561, EE59X1278EE22X353386440121469E71, 10E537E3X48E151188702X841335E49681, 12048E7323180662X537317054695424291, 1325186X55498709138XX48759E429666EX1, 14576X353XX26379X507931413937041169E1, 15X12518929089E5835850455510X745284901, 173E376X5EE996951E921549XX61E5E97E11911, 18E32E2545E97442718E36X2894815595702XX21, 1X8262179X594E8698X82X50E62096E3307319031, 206X8839584324834676E1360582X462637X4X9341, 227575013207570E7E226049661E12X889E63380751, 24X11051452810807714865240810417569596E88061, 272E2156597X9188828612E7648914591043346848671, 29X2137003567XX54XE274271E15X5X2X14767E3113181, 308034X703902693X3X19E69910744410E6022724244991, 3388383574092941221EE9646X17E88520562499666926X1, 3704EEE90E4X00153441E93XE4E97851725E87274113E94E1, 3X754EE8X042X01687861912X449541689858399E525392401,
12: 1, 12, 144, 1708, 1X294, 21E2X8, 2631454, 2E377228, 3522X4714, 4007414368, 48086970194, 5549EE2220X8, 64377E0665054, 7502E2X775X628, 87X35144X8X3314, X11EEE71863E9768, E943EE63EE4792994, 118E07E547E350934X8, 1404X9343531EXX9E854, 1685869E00183X8777X28, 199X7EE6X01E8660XE1E14, 215653E5E8237E710902E68, 25856274E76833632X635594, 2X7X530796997X139434048X8, 3452216911E531964XEX856454, 3E20659X74341811589X5X55228, 4704769646EX9E5388362X240714, 542549E1541X7742418133X888368, 62XX376E82X24X6X89E55X66218194, 734802X1773X984063744X3725E60X8, 85E54339XX667388742718024XE51054, 9XE42EX56837864206E03E429893E2628, E692E5X25982EE4X480X472E342X70E314, 115X9549XX9375E38155014551XE44311768, 138X7037686X28E23583X172402930E73X994, 1644424299EEE250807859X4883297166674X8, 19510X8E357EE09X948EX961617932397787854, 20EE30652073XXE66E65X71191E098852E00EX28, 251E1676048668958156X434082XE41X14X119E14, 2X02E989055E7X30758600EX897492X19779416E68, 33835942664E71E6887E011X6327693X12E0X9X1594, 3X3808XXE7596435X212X14233909XX5954E075988X8, 46034X48968915009X55396X7X46E6829038X88942454, 5303E81631X277X0E62425205214159726444622XX9228, 61647759381E0E191528XX04605698924E5113274868714, 71954X88X362E100781247853065E428993E359075EX0368, 8410386240134E208E5494EX1676E2E234X7208688E984194, 989243E28815E904X5436E99998X11507E84449EX25938X0X8, E42890712158E865823021955543937X937911779XX8X439054,
13: 1, 13, 169, 1E53, 25369, 307553, 3993969, 49278E53, 5E6382369, 754X72X553, 93913070969, E7846989EE53, 1267586205E369, 162341786751553, 1X8X220783349969, 24508869741302E53, 2E63XX860216938369, 384XX747627E5774553, 47617329493E40626969, 594801058E7E207925E53, 728X0137226XE698615369, 90506175E92785617797553, E3637804586376X806903969, 1214X6705717X6574085348E53, 157912296EE0X21020X672E2369, 1X084595E8XX08732712307EX553, 236X572X58166X9102X5999EX0969, 2X571007111E27543371333596EE53, 370EX308X4550338415X71142E8E369, 45X2999E0E69341751X42X4838821553, 57396334X2557220353E36EX47X279969, 7018XX130909EE86437E1589E999392E53, 892216769E405E77E46XXX2059327868369, XE587E3565207566E2877686727037844553, 118419E13E05693E2804965483029467556969, 1515234X7X96E57E0405EE08X393588339E5E53, 19495X313X5E840X95075X9E0X8741X419545369, 228EX39X7X15751159394464X149223E229867553, 29529X94397X0344X2788580078E58XXE961833969, 35966458490964260937X7100982421788X81418E53, 442E1E715E3EXE316E76X2X31012E2807E1418222369, 5537E55XX51EX80XE8656969X31680409XX821288X553, 6976E3X47055X4118780E5E639XE405104742764E10969, 8605819E896X3E1519712454X9482064359233501X3EE53, X76712357EE6XXX952EX5E69158X267E4425X13323XEE369, 11352X5X40EE57775968X15554X20923E25313770EXX8E1553, 14736713E12E406642E5079999086E5XE006X765X2X751X9969, 189152X7XX682081E3833993323X884479087351397335462E53, 21E49673X72426X2517419270EXX4X55983X91347901138798369,
14: 1, 14, 194, 2454, 31E14, 426994, 5751054, 75X94714, 9EX461594, 1139X01E854, 159114277314, 1E81597618194, 2769E8X022X454, 361137942E99E14, 48158X457E912994, 629E799E678179054, 839365134X2X240714, E104869865797149594, 12946350E476495X47854, 1786046932206479X23314, 2234061042X886251704194, 2E05481457X37432X1456454, 3X872299E6589983959E45E14, 52356E91347790E107931EX994, 6E075381862241294X4427X5054, 9289E0XX342E15786599765X8714, 103792925857X9E634790X07X35594, 144X4383373665344624114X5873854, 19X598E049888705X03155X5E758E314, 251E8EX864E775479441E39EE5E7E0194, 32X77EX346761E2245967113E3E6682454, 43X2279860X026XE1E88955931348XE1E14, 5916E64E41143526X777873841863X6X6994, 78213467155986E52222358E1634521211054, X2X986095E38E532XXXE077XX045XX96954714, 117X4E4107E0EE303X6668X26545EX6490721594, 1625X7154X693E0052088E97471EEX0640969E854, 2033X15E261052806X8E7E89X167E9485509137314, 284515EXE4146E68923E6779160X786332901898194, 371X9EEX715X134E83134X24201223444380238XX454, 496653EX15E95867701865716816E05998X830EX59E14, 648871395EE8774X142347560XX128790EX30139E92994, 863755907EE761X5597061E412557764139801913839054, E449E380X7E6025E3894827157336205590X82418E100714, 131X530X92274033E0E862E55E584828738122E163X9409594, 1825E01242E59445293743E33E3722E758X96EXX05245507854, 22E3X81717E3859XE849993053096EE5E7X493X546E1E28X3314, 2EE122X16270E39277251040701093E3E65X451E212X6E7984194, 3EX96E9603553103617294549415053134799XX6X97X1364E16454,
15: 1, 15, 201, 2X15, 40401, 585815, 8100601, E5508615, 1428200801, 1XE96X0E415, 286868340X01, 3X16158892215, 55418114501001, 786X456E3115015, XE1883X9E4701201, 135953964115E17X15, 19E24645E9714941401, 270X45045870E929X815, 380283164120481001601, 52439851E97X6755021615, 744148E39881E4681301801, X519E8804936915559324415, 12937173469206E08921641X01, 18E21133956EX99805001EX7215, 2579E69844XXX3X8471029X02001, 36011478X2E54761X6053EE22X015, 4E616E6E662276787X6767XX202201, 70382X4X4291884E31E485244X30X15, 9E52808X7EXE53XEE5917E442X642401, 12124950713X62666E31E431200XEE3815, 17E84941X0X5X97339E591047X136E02601, 2436X92X732X437385131X56713X09736615, 34109311037081142E29579X40X5317402801, 48961146550EE56E01XE500E79295534839415, 685576E51824E2X972862114600E48597942X01, 95E8E8X23474EE1372X08E6E4614180280300215, 11557876529660X8X1303084X147XX443944303001, 1708EE2814E62732639343EXX3E7248214320343015, 23008XX9600398366E41917X47752476EE05X4903201, 32310753560548903X0X5E4186964468XX78388945X15, 46245X65X96778495532X50X51760256750X9345343401, 649443E243649XX9485709229337635X462331935908815, 9093216X4100X05337EE0101E1817XE384927561E1X03601, 10X11602879512275823X7152894642602X90869889724E615, 16237163X3042818707360104X534EE66412X01794572503801, 2193111E5635E9651EX3E6156X95X0E42E990224033E25152415, 3061467929XE586139977380X9353341028993138486X53043X01, 4387E55010063107X4X79425331X578953X5X14X2X818953615215, 613332811508X45E18E102E557579EE5465X33EX61165545E804001,
16: 1, 16, 230, 3460, 50900, 771600, E483000, 151046000, 2176690000, 3253X160000, 497E92300000, 725E794600000, X98E5809000000, 1427526116000000, 203E1991830000000, 305X88786460000000, 468X10E696900000000, 6X131754241600000000, X31X85203623000000000, 1348X079053346000000000, 1E1130E767XE090000000000, 2X77X7553EX47160000000000, 43E59E21EE96X8300000000000, 65E28X92EE84404600000000000, 98XX141X5E666069000000000000, 1274320298E3990X16000000000000, 19E04904274E8773230000000000000, 28X671663E156E4X9460000000000000, 4139X8395X82451420900000000000000, 61E8X0582X036780311600000000000000, 92E7308643053E604783000000000000000, 11X54X7096467EE306E646000000000000000, 189813X72369EEXX6X53690000000000000000, 27261E9X9542EEX3X37E4160000000000000000, 3X992E8X22045E95955E02300000000000000000, 5X27X57333068E82822X634600000000000000000, 893E984XXX6X156403439509000000000000000000, 111EE867443X32236050581716000000000000000000, 178EE69E0659493530768624830000000000000000000, 2575E42X698811E1X6E409370460000000000000000000, 3852E043X27018X89X5011E466900000000000000000000, 567X466593X62741297618E09X1600000000000000000000, 83E969987E993E01X25327472923000000000000000000000, 105E84286EE87EX62937X9E0XX1946000000000000000000000, 168E6640X5E6EE9941E5X2X74328090000000000000000000000, 2415396138E45E8802E2943E04X01160000000000000000000000, 3621E831E7508E70044X205X673018300000000000000000000000, 5332E648E5171546067330899XX6264600000000000000000000000, 7XXX53715184820909XXX7128X393969000000000000000000000000,
17: 1, 17, 261, 3E77, 63501, 9E4E17, 13909761, 20E432X77, 335E916X01, 52657559X17, 8302X9827061, 11094714011977, 1882X331419X301, 2890631E16X72917, 43X39E0075X954561, 6X140850EX40E60877, XX01514069456271801, 151X23114X8X08X137817, 231E16X928EEE200091X61, 370075E0742EX820125E777, 5810EX45E7889XE21XE55101, 8E9869515529E838504170717, 1228468E13735961X3E6661E361, 1X63328170866208E4334390X677, 2E7E212X621639321E9239E448601, 485683E67944EE805176808EE55617, 75497233639EXE58816E6922E178861, E96724727009X4208X60386677729577, 1681549351113747320765X6461054EE01, 256X366850890883602EE338117786XX517, 3X9X3747401X41916648XX29997126E26161, 62173883742E4695541612256622E0E8E8477, 99466X918788028E75647X5X93967667263401, 135X24E05882884424991457409015E454EE3417, 206319959090392X7975520X7523245006XXX3661, 329XEX6014235E76X4297234992708EE0XE3237377, 515849762177654EX48524747571222X653X0786901, 8140372X9470E26X9554293839X2X5668250E0268317, 10X1458570X32590E0E75848X207266946EX0554070E61, 18402104X2430E145664X036012E5048X308X8754E26277, 282433778188X57209417X5661E80E7602X20E79698EX201, 42E892911X8X06X4329675693915964X64613654195291217, 6886X7449EEEXXX4915159988E5421188118072569E344X461, X796X97E79EEX32565314264X215739889978E4X998X3E85177, 14X41E137549E930X923E18018143X7049E633209165043641701, 228470708967977X5068277827X1X1917792E2032551E697066117, 363331E21E1643155EX702120250E095713778250X7213921X37961, 56E22008507508E38599133X23X0562EX30911EX049440E64E394077, 89E852113EE9021XX5255031180X88X892X24X18X769X56319XE95001,
18: 1, 18, 294, 4768, 78714, 10X3X28, 19525054, 2E88048X8, 4E6547X994, 8328E920368, 11946E7345E14, 1XE7774175X628, 3234882X8596454, 5397X589X17X74X8, 8X4115684X9184194, 12929X53201E29XXE68, 20748549343288623314, 3503X0EE5714662395228, 5846497E13X36X3X387854, 95E680126251E525224X0X8, 139E314202407308078009594, 2246922E43X901115094139768, 37E7338XE25E019X4536X240714, 6134162X281X4305349E4EX8EX28, X216X649057131089807039XE9054, 14E67567E093X1192814E86463708X8, 24330531253649XE4564362765E92994, 3E150892009X8062E5271X4469E748368, 66645273414594X4E083E1337474399E14, XXX748416X357814251X661603832446628, 1621839XX7519496300716X2606193E36X454, 26369X461846E7EX500EX75020X2E669E534X8, 425E453629E77539441798443550E2E47098194, 701XE49X487484X372X901E3190568XE79416E68, E83230053X43X012009E03292E0932X34E6X77314, 175939008X532481E414645474X5354918335881228, 2857630129493E972XX3674E841498EE29959655E854, 46146502077E67800X11E0435XX402EX88397X91E60X8, 7623684350933094149E24719X1284E9X5X411E3321594, 10639E1E185355136X4067E7E04X0603855929E295365768, 18X646726X099061E528E13524808X0621174868789X94714, 2X967700349430X33086X6187E95288X35X83X324X85E77X28, 49EE078057E711515123562X537886691999X51401X1E491054, 807X509495339X4645E992494X0X62E330445462830E2EE188X8, 115114537E896453675E833EE809564X950734E6459168EX6X6994, 1X45X34X1367X749E05E5967E5539281E8501832757272E97574368, 31359180X1E11840649E17E1310X345736042994454040E805431E14, 521972954E25X9X8X8066926119517541X07083734X8697548E132628, 877000790281X05X994XE3421XE8684XE08E91X0181X3404EXX6142454,
19: 1, 19, 309, 5439, 94669, 144E599, 24881209, 423220739, 73E6970969, 109E2X944899, 1X5480X483509, 3335216225EX39, 58900879X459069, X039131831X09E99, 15666E25E562755809, 26856174507X706E139, 4589789X8X1964015369, 7X04X6539591810263299, 118686533770EE1944E7E09, 1EEE8E3294348X614884X439, 35EE6787X45E3648532861669, 615E276191X492229278X88599, X87477191032409XX176692X209, 1690E1360X9571153E8X25X1E9739, 289X753176X694E63E65X429579969, 49537025X305X5820E24314X6X81899, 846333442E3X33E37771555660830509, 127XE88X75198E9X944356668472538X39, 217X263670020883X476085588073366069, 38X8X5026303732692117297021089246E99, 666962944E363875X07E97X9337X341202809, E55X7XX487920611271E7X9X2948EX20648139, 180737X0231706X7E166549E2XX538896E222369, 2E1094863E594007X5853554810336349169X0299, 514X452E0E11401193E93065219591EE3E8E264E09, 8E561921474E402013E723E30917105X9E677527439, 13807910850E7X03623E370X843E949X3E5274016X669, 235116XX28X848661X0X9346876E75530E016X02905599, 3EEXE90EX96882E49276X2XE9132406247328E649997209, 6EEX26X89X89251E4172EE126E2710XX2087982252196739, 102E8X60953941304X2982X5161764X6E97317E3X309186969, 195266474637422385XXE502E78X226627985XX98E43EEEX899, 31615520XE03X3X05X411E9524659X54X77EX40E07X6EEE99509, 5578660771369086X312057611E42335674E911741962EE815X39, 96X5E47135329X2EEE5069X1804X3E9086E86XE9X317E2E5273069, 149044E053027E2E2EXE9EE28E0860E6X302601282E5XX8201683E99, 2539787392347X8182X285X79742X782EE3446218521408362886E809, 4337X60970EE1982E4EX8X3779X507552X8X7X98E90841261X93025139, 75949474948X61E51E8996044832X106209679E086X2721493X2342E369,
1X: 1, 1X, 344, 61E4, E3694, 1886514, 31E79454, 597432194, X77599E314, 175E88027854, 2E8E5X84X1594, 55650974X68714, X0193576E439054, 16433043X89XX6994, 2979E67E1821E45E14, 5184322650EE6X2X454, 95139X07939E26930194, 1534500523102684E63314, 27821209617X4835115E854, 4X0EX19553050723408E5594, 8X598733E7693122154500714, 14327994133X4E81EX7X1211054, 259XX3E16411114E7964619EX994, 4681XE24976000714358334399E14, 842E6064979001105X45201E002454, 1339510E8982601EXX90158362044194, 240E33E9619070379E8628525387E7314, 4358813753270X6843574E56589X733854, 7X45XX4777X8E7433X437101X6215409594, 125029E060058535X10EX6EX3533X79554714, 22525222E00X558485E99498X3811633EX5054, 405656014217205476E7E29X2X8X09613912994, 74X1X10257XE189X5X946720938255524X831E14, 116X745X4646052212992411950905EE64E7196454, 20X756290383095EX31XX36133346XEE19131358194, 397581506691754E8995XX524002481X52838444E314, 6E784X730048E7E161E49E16340446E516E2940107854, 109414E5360885464936XX2496148048E4X871141E21594, 1E51670E8513E5X389067X84952668884XE79005765X8714, 36E4X0E95545308XX0702574936803EE5014260X39X979054, 668XX5973EX17743X50X46369062873XE2258716E019826994, 10043E2775386EE5E1137036646E4E9520606590X82339085E14, 1X07E269E78989E0X4046X65E848E17358E0EX6777020X736X454, 345266863421X2236E48473XE54844E446439941EXX39754670194, 62168037617E480268X745520EX7410X037XEE1779XXE77X40X3314, E3XX28679306X684843561E5999555E646861X5004201404E569E854, 1891X8E822E70743473X413707EE400E18437351207782549102635594, 320958550152E15X2550E646E27X9418513X74341920105X87X47640714, 5995455E2277448885E3918486X59171545155X172981XX97X5059751054,
