2: 1, 2, 4, 8, 14, 28, 54, X8, 194, 368, 714, 1228, 2454, 48X8, 9594, 16E68, 31E14, 63X28, 107854, 2134X8, 426994, 851768, 14X3314, 2986628, 5751054, E2X20X8, 1X584194, 38E48368, 75X94714, 12E969228, 25E716454, 4EE2308X8, 9EX461594, 17E8902E68, 33E5605E14, 67XE00EX28, 1139X01E854, 2277803E4X8, 4533407X994, 8X668139768, 159114277314, 2E6228532628, 5E0454X65054, EX08X990X0X8, 1E81597618194, 3E42E73034368, 7X85E26068714, 1394EX50115228, 2769E8X022X454,
3: 1, 3, 9, 23, 69, 183, 509, 1323, 3969, E483, 2X209, 86623, 217669, 64X783, 1727E09, 497E923, 124EE369, 372E9X83, X98E5809, 2852X5023, 813873069, 203E199183, 60E9553509, 162E443X323, 468X10E6969, 1182632X8483, 350769881209, X31X85203623, 269581360X669, 784503X627783, 1E1130E767XE09, 593392XX7E8923, 1539E3887EE2369, 43E59E21EE96X83, 10EX55965EE48809, 32E745475EX22023, 98XX141X5E666069, 2528640575X776183, 73817014X57XX6509, 19E04904274E877323, 559123107X2E1X9969, 145336931E689585483, 4139X8395X824514209, 103E580E458071340623, 30EX502X150193X01669, 92E7308643053E604783, 238X992170913EX611E09, 6E2853649233EE7635923, 189813X72369EEXX6X5369,
4: 1, 4, 14, 54, 194, 714, 2454, 9594, 31E14, 107854, 426994, 14X3314, 5751054, 1X584194, 75X94714, 25E716454, 9EX461594, 33E5605E14, 1139X01E854, 4533407X994, 159114277314, 5E0454X65054, 1E81597618194, 7X85E26068714, 2769E8X022X454, X633XE408E5594, 361137942E99E14, 120452714EE33854, 48158X457E912994, 1685XE55X7E04E314, 629E799E678179054, 20E3X733X268670194, 839365134X2X240714, 29312185174E4942454, E104869865797149594, 38416X32X1X724571E14, 12946350E476495X47854, 4E161183966171E566994, 1786046932206479X23314, 66X0163108821673491054, 2234061042X886251704194, 891420414E6XX0986414714, 2E05481457X37432X1456454, E8196855X752550E455X1594, 3X872299E6589983959E45E14, 136X48E33X1XE32931E395E854, 52356E91347790E107931EX994, 1891X3E051667038427107E7314, 6E075381862241294X4427X5054,
5: 1, 5, 21, X5, 441, 1985, 9061, 39265, 16X081, 7X2345, 332E4X1, 14429025, 69919101, 2X0989505, 122407E121, 5XE83375X5, 256X5461541, 103X42X67285, 517392490161, 218069EE90765, X842X1EX93181, 4559229E5X3845, 1X349E2195365X1, 935017X8E258525, 3X51083588046201, 174153554741X6X05, 80872532E0894X221, 343700242737E02XX5, 1495E00E91063712641, 6EE5704X95275E60785, 2XE93E205E2115963261, 126XX77X257X574E74065, 60X652330434410X08281, 264481E431949854235145, 1079E498938E00628E516X1, 53319007X68702718917X25, 224389033496E10E87983301, XE9679144EEX754X73054305, 46XE9296X0EE5130503229321, 1XX6XX1EX24E91632113E1X3X5, 964X629E300X9773X567793741, 3E80472183046020743922X6085, 17X41XEX8531X60X30969E246361, 833896E56239464333EX17EX7565, 35467EX936E6XX79447E283E51381, 152X93E5X5X9X652X9E38157916645, 7225X79545614822618647429787X1, 2EE0552E2X366E4E06867E092027325, 12E7232282358X90729693739X110401,
6: 1, 6, 30, 160, 900, 4600, 23000, 116000, 690000, 3460000, 18300000, X1600000, 509000000, 2646000000, 13230000000, 77160000000, 396900000000, 1X94600000000, E483000000000, 58416000000000, 2X2090000000000, 1510460000000000, 8662300000000000, 43311600000000000, 217669000000000000, 1099346000000000000, 64X7830000000000000, 3253X160000000000000, 1727E0900000000000000, 973E64600000000000000, 497E923000000000000000, 249EX716000000000000000, 124EE3690000000000000000, 725E79460000000000000000, 372E9X8300000000000000000, 1975XE41600000000000000000, X98E5809000000000000000000, 54X58X046000000000000000000, 2852X50230000000000000000000, 14275261160000000000000000000, 81387306900000000000000000000, 407X37634600000000000000000000, 203E199183000000000000000000000, 101E6XX6X16000000000000000000000, 60E95535090000000000000000000000, 305X88786460000000000000000000000, 162E443X32300000000000000000000000, 915821E171600000000000000000000000, 468X10E6969000000000000000000000000,
7: 1, 7, 41, 247, 1481, 9887, 58101, 338707, 1E20141, 11620947, 7X725581, 472252387, 2823504201, 1693EE25207, XE53E650241, 6481388E1447, 3888921259681, 22111428546X87, 13277956E180301, 8X6566305E81907, 5219297935990341, 30304776504831E47, 191928548E289X1781, 104046E1926718XE587, 7242806045X20248401, 42456836274E2148X407, 25472XX0763X629920441, 1518283X44831778422647, 9EE96X306899E55X535881, 59EX6EE93E1898251104087, 349E20EX53601794E7724501, 1E99626E11060E65X95246E07, 11X86760577366895360480541, 812EX46335309E161062883147, 4888E077E009595X67377099981, 29112545750564651X3151588787, 1737851733E3287900E99EX410601, E315XEE2E36X706306X89E0473607, 669X54E68710213794031952830641, 39E911X8E01712916541X0606993847, 229X3813250E1873X9150X363E851X81, 13790188X4E660033339E600839E01287, 916310120X89601XXE298604X29508701, 53X797082631661144677E629E75E50107, 313267149579X967967X5787799457E0741, 198X5X199636936X66X71360568573754347, 108214E08680E5101X02190632XE331415E81, 74929X54EX867E710X130337X846X994X5987, 43947911XE2EX79175X891E172X80385X14801,
8: 1, 8, 54, 368, 2454, 16E68, 107854, 851768, 5751054, 38E48368, 25E716454, 17E8902E68, 1139X01E854, 8X668139768, 5E0454X65054, 3E42E73034368, 2769E8X022X454, 190679X815XXE68, 120452714EE33854, 942E588E3E625768, 629E799E678179054, 41X792678515120368, 29312185174E4942454, 1X20951750E372296E68, 12946350E476495X47854, 9X302347710323XE11768, 66X0163108821673491054, 446810208595504X3208368, 2E05481457X37432X1456454, 1E43714XE92X4XX1X8XE82E68, 136X48E33X1XE32931E395E854, X46E1E62693361X213663E9768, 6E075381862241294X4427X5054, 4744E6551815689X32XX992E4368, 30XE3837514E85X6X1E3261E6X454, 20736564E4E397E06936181386XE68, 144X4383373665344624114X5873854, XE2XX5624X44362E01688E2E98X5768, 735E2E8172XXX41E41059E5EX5XE9054, 4X3E5E9509E32X936883X77EXEE3X0368, 32X77EX346761E2245967113E3E6682454, 21E113XX305013556EX4488X76784556E68, 15348X72X0340X3787XXE19E10516E787854, E631E09X82286X5193335274835079191768, 78213467155986E52222358E1634521211054, 5154X3048E7X58775555639E5022E549488368, 34E72X031E92E990E77782677415E7723196454, 23389X8213X1EX60791115850X8EE90961242E68, 1625X7154X693E0052088E97471EEX0640969E854,
9: 1, 9, 69, 509, 3969, 2X209, 217669, 1727E09, 124EE369, X98E5809, 813873069, 60E9553509, 468X10E6969, 350769881209, 269581360X669, 1E1130E767XE09, 1539E3887EE2369, 10EX55965EE48809, 98XX141X5E666069, 73817014X57XX6509, 559123107X2E1X9969, 4139X8395X824514209, 30EX502X150193X01669, 238X992170913EX611E09, 189813X72369EEXX6X5369, 13730EXE48815EE1E19E809, E8538E2666115E454459069, 893E984XXX6X156403439509, 66EEX33821E171190262X0969, 4E2EX859175423X391X8167209, 3852E043X27018X89X5011E4669, 293E2332X7E3138074990X564E09, 20EE48551EE53E90567397X198369, 168E6640X5E6EE9941E5X2X7432809, 12087X907X582EX40157481E6250069, X665E095XX322X90112661577990509, 7XXX53715184820909XXX7128X393969, 5E219E840X33616697521E3E0789EX209, 454745930785771E126X755E35975X7669, 3405643E359428453XE1E715574274E7E09, 2604192E57402033EE2458411261E688E369, 1X6313E272601625EE4943309XX7580685809, 14X83EE4E4X6117X5E670253751E7305043069, 10802EE6867X6X2XX57E319E86X585339323509, 96022E804EXE1821X2E5445951X33E59E486969, 7161829038E24317482703440X485E7456651209, 5417320929849242661E32630796458641X99X669, 40125466E1336X91XX7554X835X19434915144XE09, 300XX04E23E5820X51E71080274740266X0X0382369,
X: 1, X, 84, 6E4, 5954, 49X54, 402854, 3423054, 295X6454, 23XX93854, 1E30E91054, 1746996X454, 141981E87854, 1156097925054, E270805802454, 941X684881E854, 795696EE2979054, 65X77E9E44056454, 54XX47X3574473854, 46107X66X817X11054, 390X66958X9464XX454, 3168957X94E994107854, 27373X86EX1X194X65054, 221012E19X5655X0942454, 198X1053628746X4795E854, 16144X44E2321987X5XE9054, 1311807813X7961268E196454, 106E4864912X5E1017535E3854, X595E13E7048E2X1424XE51054, 889XE3137X3E54451601162X454, 73431471067365783300E3247854, 6096719XX560E484X860947EX5054, 507E5E63087095E00E1079X7X82454, 42676E72671X7XE2092X662X6X9E854, 3616398015E6X7138784952499039054, 2E13320812E789E1124EEX40016316454, 2530878690585432E001EX740132733854, 204672517649056852017XX141082091054, 18396003433E64770381470514X69876X454, 14E1E002969373X3X30919X43209812387854, 121372023E79012726677627678808EE125054, E90EE81E3856102015643223652875E3002454, 9969E89751070X181273679XE44322E4601E854, 81E8394022X5X8549020E66315767X5590179054, 6978E1941X48XE05E618975272836686961456454, 58055359567E5124E7154024202XE5717E11873854, 488464X9X767630017E2541E5825167E472E5211054, 3E2E94102X3632601474055768X033675X05638XX454, 3345994X246E281011X14468374428E62X44731507854,
E: 1, E, X1, 92E, 8581, 7924E, 715261, 663936E, 5E956341, 55980908E, 503X483821, 473663745XE, 4282E9391501, 3X5689654370E, 3671208XXE35X1, 33060X82004242E, 2E956995X03X1X81, 289812E842363894E, 260X51887X12950761, 2369686EE2316776X6E, 213291X4E30X50EE3841, 1E1E6486639967XE4478E, 19296X39E95E9130503121, 1756935619859419472X0XE, 15X1262077X9369772772X01, 1443137X702X6329E74E7720E, 12EXX242852778E717967E6XX1, 118XE41X5895012766191373E2E, 1072049873077114XE7742387381, E66X44XX796E603607E8X14X844E, X703605E919466326739133598061, 9853265594771E8E408542023X456E, 8X89E3E0372E69924878X9X21661141, 81X11471337872E523E11E03E4E7028E, 758303262040X78591720913756752621, 6X2692E37X3899093456X8423X109937XE, 6344258442550E386111397X162E8E64301, 590EX327EX2E7X44970025X234889269X90E, 533XX4E53X48826049502344114005430X3X1, 4X06E665X663E6364477210E902804XX99562E, 452646EE47E97692X02E6XEX9325445EXE80881, 4093X24E53399E257228740XX5E2E015E0847E4E, 388664265X0601331705X889E7538114517833561, 34E9E9X3E425611EX5554X01179X4503086070206E, 316X1X0574X30709X6EEE521062060729796651X641, 2X53382519549659084EE58XE57X56676X18EX88798E, 276X0462877E48E33786E63206227100E3372X9EE1E21, 24E324185E035424040X468XX58045E0X40377E1E292XE, 2263E19695131XX183896221E7244151958340329365801,
10: 1, 10, 100, 1000, 10000, 100000, 1000000, 10000000, 100000000, 1000000000, 10000000000, 100000000000, 1000000000000, 10000000000000, 100000000000000, 1000000000000000, 10000000000000000, 100000000000000000, 1000000000000000000, 10000000000000000000, 100000000000000000000, 1000000000000000000000, 10000000000000000000000, 100000000000000000000000, 1000000000000000000000000, 10000000000000000000000000, 100000000000000000000000000, 1000000000000000000000000000, 10000000000000000000000000000, 100000000000000000000000000000, 1000000000000000000000000000000, 10000000000000000000000000000000, 100000000000000000000000000000000, 1000000000000000000000000000000000, 10000000000000000000000000000000000, 100000000000000000000000000000000000, 1000000000000000000000000000000000000, 10000000000000000000000000000000000000, 100000000000000000000000000000000000000, 1000000000000000000000000000000000000000, 10000000000000000000000000000000000000000, 100000000000000000000000000000000000000000, 1000000000000000000000000000000000000000000, 10000000000000000000000000000000000000000000, 100000000000000000000000000000000000000000000, 1000000000000000000000000000000000000000000000, 10000000000000000000000000000000000000000000000, 100000000000000000000000000000000000000000000000, 1000000000000000000000000000000000000000000000000,
