2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,2
10,22
11,1
12,1
13,1
14,1
15,1
16,2
17,3
18,1
19,1
20,1
21,1
22,3
23,2
24,24
25,1
26,1
27,2
28,1
29,1
30,2
31,6
32,1
33,1
34,1
35,1
36,1
37,24
38,6
39,9
40,2
41,1
42,1
43,1
44,3
45,9
46,1
47,1
48,1
49,1
50,4
51,2
52,3
53,3
54,1
55,1
56,8
57,3
58,2
59,3
60,1
61,31
62,1
63,2
64,2
65,2
66,172
67,1
68,1
69,2
70,1
71,1
72,354
73,1275
74,1
75,1
76,1
77,1
78,3
79,2
80,29
81,1
82,3
83,1
84,423
85,1
86,8
87,22
88,1
89,1
90,11
91,1
92,1
93,5
94,5
95,19
96,2
97,1
98,4
99,1
100,11
101,3
102,1
103,1
104,6
105,2
106,1
107,2
108,3

110,57
111,1
112,24
113,12
114,368
115,4
116,1
117,1
118,1
119,3
120,1
121,2
122,11
123,1
124,19
125,1
126,1
127,1
128,3
129,6
130,1
131,350
132,13
133,9
134,1
135,2
136,12
137,1
138,1
139,2
140,41
141,51
142,3
143,21
144,1
145,1
146,3
147,344
148,4
149,17
150,4
151,1
152,2
153,99
154,1
155,4
156,152
157,46
158,1893
159,1
160,1
161,1
162,12
163,21
164,6
165,4
166,2
167,4
168,1
169,1
170,11
171,3
172,1
173,1
174,2
175,24
176,1
177,2
178,3
179,249
180,14
181,1
182,1
183,1
184,2

186,6
187,6
188,2
189,1
190,1
191,81
192,1017
193,3
194,3
195,1
196,30
197,21
198,6
199,5
200,3
201,25
202,3
203,1
204,1

206,6
207,25
208,2
209,8
210,1
211,2
212,2
213,4
214,52
215,1
216,1
217,1
218,17
219,5
220,3
221,4
222,1
223,1
224,129
225,1
226,788

228,3
229,1
230,1
231,21
232,1
233,6
234,3
235,1
236,1
237,2
238,1
239,2
240,3
241,36
242,4
243,9
244,3
245,7
246,1
247,8
248,45
249,1
250,7
251,1
252,1
253,1
254,3
255,9
256,1
257,3
258,1
259,8
260,2
261,2
262,3
263,1
264,1
265,157
266,1
267,1
268,5
269,12
270,15
271,21
272,1
273,1
274,4

276,5
277,3
278,1
279,1
280,35
281,1
282,3

284,1
285,1
286,2
287,2
288,5
289,3


292,1
293,2
294,47
295,4
296,17
297,16
298,1
299,2
300,1
301,5
302,1
303,5
304,3
305,1
306,7
307,1
308,1
309,1
310,5
311,21
312,1
313,1
314,1
315,1
316,9
317,11
318,4
319,1
320,55
321,2
322,1
323,3
324,5
325,5
326,8941
327,1
328,9
329,1
330,14
331,3
332,5
333,3
334,1
335,2
336,1
337,7
338,2
339,18
340,1
341,1
342,81
343,1
344,10
345,3
346,12

348,2
349,2
350,10
351,6
352,2
353,135
354,1
355,1
356,1
357,1
358,1
359,5
360,4
361,1
