A generalized repunit {B,E} is an integer that can be represented in base B by a string of E 1s. It can simply be stated algebraically as (BE-1)/(B-1).

This page is a summary of the results of my search for primes of this form for bases under 1000.

I have searched 591,402 {B,E} pairs for B < 1000 and prime E and found 2,644 probable primes, of which I have completed proofs for 2,103.

In the following table, if an exponent is shown in italics, I have not yet completed a proof for that repunit. If it is in normal type, I have. If a hyperlink is shown, the repunit is a "Titanic Prime" at least 1000 decimal digits long and clicking on the link will take you to the certificate. Not all these proofs are original to me: the discoverer(s) is/are credited in the certificate.

Base	Search Limits	Primes Found	Prime for Exponent
Exponent	Prime	Digits	Proved	Probable	Total
362	3571	500	8823	1	1	2	199 2663
363	3571	500	8827	3	0	3	7 13 197
364	3571	500	8831	2	1	3	17 151 1613
365	3571	500	8835	2	0	2	11 17
366	3571	500	8839	3	0	3	2 11 19
367	3571	500	8843	1	0	1	239
368	3571	500	8848	2	2	4	17 173 787 1699
369	3571	500	8852	3	0	3	3 5 19
370	3571	500	8856	1	0	1	19
371	6997	900	17976	0	0	0	-
372	3571	500	8864	2	1	3	2 67 2939
373	3571	500	8868	3	0	3	5 13 23
374	3571	500	8872	2	0	2	71 283
375	3571	500	8876	0	1	1	1993
376	3571	500	8880	0	2	2	1223 2633
377	3571	500	8884	1	2	3	43 1621 2687
378	3571	500	8888	3	1	4	2 3 73 1091
379	3571	500	8892	2	0	2	17 31
380	6997	900	18049	0	0	0	-
381	3571	500	8900	4	1	5	3 7 53 599 1867
382	3571	500	8903	3	1	4	2 13 67 719
383	3571	500	8907	5	0	5	3 17 199 307 1093
384	6997	900	18080	0	0	0	-
385	6997	900	18088	0	0	0	-
386	3571	500	8919	1	1	2	83 2657
387	3571	500	8923	3	0	3	31 71 101
388	3571	500	8927	4	0	4	2 31 197 293
389	3571	500	8931	2	0	2	11 19
390	3571	500	8934	3	1	4	11 79 787 1153
391	6997	900	18135	0	0	0	-
392	3571	500	8942	3	1	4	3 103 317 1163
393	3571	500	8946	1	0	1	5
394	6571	850	17053	0	0	0	-
395	3571	500	8954	3	0	3	3 7 613
396	3571	500	8957	1	0	1	2
397	3571	500	8961	2	0	2	5 13
398	3571	500	8965	5	0	5	3 11 13 29 743
399	3571	500	8969	2	1	3	7 19 1439
400	2	1	3	1	0	1	2
401	3571	500	8976	2	0	2	127 199
402	3571	500	8980	5	0	5	3 13 71 479 2521
403	3571	500	8984	2	2	4	167 383 1453 2239
404	3571	500	8987	5	0	5	3 7 19 283 431
405	3571	500	8991	3	0	3	3 7 337
406	3571	500	8995	2	1	3	13 31 1171
407	3571	500	8998	1	1	2	457 2423
408	3571	500	9002	3	1	4	2 5 13 2087
409	3571	500	9006	1	0	1	43
410	3571	500	9009	2	1	3	17 389 2237
411	3571	500	9013	0	1	1	1061
412	3571	500	9017	1	2	3	13 1291 2417
413	3571	500	9020	2	0	2	31 157
414	3571	500	9024	5	0	5	3 5 11 457 461
415	3571	500	9028	2	0	2	139 991
416	3571	500	9031	4	3	7	3 53 191 487 1237 1319 3467
417	3571	500	9035	3	1	4	5 7 557 941
418	3571	500	9038	3	0	3	2 5 7
419	3571	500	9042	2	1	3	17 347 1699
420	3571	500	9045	3	0	3	2 61 97
421	3571	500	9049	4	0	4	71 97 103 109
422	3571	500	9053	0	1	1	983
423	3571	500	9056	1	0	1	17
424	3571	500	9060	2	1	3	19 1321 2843
425	3571	500	9063	4	0	4	61 173 433 673
426	3571	500	9067	4	1	5	3 67 157 359 6217
427	3571	500	9070	4	0	4	127 151 181 967
428	3571	500	9074	2	1	3	97 101 1709
429	3571	500	9077	2	0	2	53 97
430	3571	500	9081	3	1	4	2 41 389 853
431	3571	500	9084	2	0	2	17 19
432	3571	500	9088	2	1	3	2 37 2671
433	3571	500	9091	2	2	4	41 599 2531 7393
434	3571	500	9095	1	0	1	3
435	3571	500	9098	3	1	4	3 71 257 1861
436	3571	500	9101	4	0	4	7 13 17 89
437	3571	500	9105	2	1	3	5 1783 1801
438	3571	500	9108	5	0	5	2 7 17 43 859
439	3571	500	9112	4	0	4	5 41 47 151
440	3571	500	9115	1	1	2	67 3049
441	0	0	0	0	0	0	-
442	3571	500	9122	4	0	4	2 13 23 199
443	3571	500	9125	1	0	1	47
444	3571	500	9129	1	0	1	37
445	3571	500	9132	3	0	3	109 541 811
446	3571	500	9135	2	1	3	19 281 1483
447	3571	500	9139	2	1	3	3 7 2213
448	3571	500	9142	3	2	5	2 5 43 619 1103
449	3571	500	9145	2	0	2	19 167
450	3571	500	9149	1	1	2	7 1523
451	3571	500	9152	3	0	3	29 59 389
452	6571	850	17445	0	0	0	-
453	3571	500	9159	3	2	5	3 71 167 2741 3391
454	3571	500	9162	0	1	1	1217
455	3571	500	9165	2	0	2	3 61
456	3571	500	9169	4	1	5	2 3 101 163 1039
457	3571	500	9172	2	0	2	5 43
458	3571	500	9175	1	0	1	769
459	3571	500	9178	2	0	2	5 257
460	3571	500	9182	2	1	3	2 29 4801
461	3571	500	9185	5	0	5	7 31 59 307 521
462	3571	500	9188	2	0	2	2 31
463	3571	500	9191	2	1	3	313 397 2477
464	3571	500	9195	3	1	4	7 71 97 1619
465	6571	850	17526	0	0	0	-
466	3571	500	9201	3	0	3	2 7 17
467	3571	500	9204	1	2	3	11 1571 1933
468	3571	500	9208	2	0	2	23 59
469	6133	800	16380	0	1	1	5987
470	3571	500	9214	3	0	3	31 59 61
471	3571	500	9217	1	1	2	293 6961
472	3571	500	9220	3	0	3	17 41 103
473	3571	500	9223	3	0	3	127 277 547
474	3571	500	9227	2	0	2	5 239
475	3571	500	9230	1	0	1	383
476	3571	500	9233	3	2	5	3 167 263 907 2063
477	3571	500	9236	3	2	5	43 127 191 797 7177
478	3571	500	9239	4	2	6	2 7 179 211 1667 8761
479	3571	500	9242	1	0	1	5
480	3571	500	9245	3	0	3	11 19 1609
481	3571	500	9249	1	1	2	19 2683
482	3571	500	9252	1	0	1	401
483	3571	500	9255	1	0	1	79
484	2	1	3	0	0	0	-
485	6571	850	17646	0	0	0	-
486	3571	500	9264	5	0	5	2 13 31 127 193
487	6571	850	17658	0	0	0	-
488	3571	500	9270	1	0	1	337
489	3571	500	9273	2	0	2	3 13
490	3571	500	9276	4	0	4	2 5 71 401
491	3571	500	9279	3	0	3	31 67 1201
492	3571	500	9282	2	0	2	5 113
493	3571	500	9285	3	0	3	131 269 409
494	3571	500	9288	1	0	1	263
495	3571	500	9291	3	1	4	3 5 331 3109
496	3571	500	9295	2	0	2	47 67
497	3571	500	9298	1	0	1	127
498	3571	500	9301	2	2	4	2 503 1499 2221
499	4831	650	13032	0	1	1	4691
500	3571	500	9307	4	0	4	3 227 479 683
501	3571	500	9310	1	1	2	683 997
502	3571	500	9313	2	0	2	2 149
503	3571	500	9316	2	1	3	5 37 4093
504	3571	500	9318	1	0	1	11
505	3571	500	9321	1	1	2	5 2213
506	3571	500	9324	2	1	3	17 19 1877
507	3571	500	9327	1	0	1	13
508	3571	500	9330	1	1	2	2 2003
509	3571	500	9333	2	0	2	19 181
510	3571	500	9336	1	0	1	67
511	6571	850	17795	0	0	0	-
512	3	2	6	1	0	1	3
513	3571	500	9345	1	1	2	17 2663
514	3571	500	9348	3	0	3	5 491 1171
515	3571	500	9351	0	1	1	2243
516	3571	500	9354	1	1	2	71 3529
517	4409	600	11962	0	1	1	2887
518	3571	500	9360	1	0	1	3
519	3571	500	9362	2	0	2	5 29
520	3571	500	9365	2	1	3	2 269 2251
521	3571	500	9368	2	1	3	19 139 1723
522	3571	500	9371	1	0	1	2
523	3571	500	9374	4	0	4	7 19 37 227
524	3571	500	9377	1	0	1	67
525	3571	500	9380	3	0	3	3 37 61
526	3571	500	9382	1	0	1	43
527	3571	500	9385	2	0	2	17 547
528	3571	500	9388	4	0	4	5 67 79 1093
529	0	0	0	0	0	0	-
530	3571	500	9394	2	1	3	3 5 599
531	3571	500	9397	3	0	3	3 7 19
532	3571	500	9399	0	1	1	1373
533	3571	500	9402	1	0	1	3
534	3571	500	9405	3	0	3	11 31 43
535	3571	500	9408	1	2	3	331 743 2137
536	6571	850	17931	0	0	0	-
537	3571	500	9413	2	0	2	3 503
538	3571	500	9416	2	0	2	5 1319
539	3571	500	9419	4	0	4	5 7 11 211
540	3571	500	9422	3	0	3	2 3 5
541	6571	850	17958	0	0	0	-
542	3571	500	9427	3	1	4	13 173 359 6091
543	3571	500	9430	1	0	1	11
544	3571	500	9433	2	0	2	13 317
545	3571	500	9436	1	0	1	41
546	3571	500	9438	1	2	3	2 1609 2731
547	3571	500	9441	2	1	3	19 503 751
548	3571	500	9444	2	0	2	7 883
549	3571	500	9447	1	2	3	31 709 1907
550	3571	500	9449	2	0	2	5 149
551	3571	500	9452	1	0	1	3
552	3571	500	9455	2	1	3	13 359 1609
553	3571	500	9457	2	0	2	13 41
554	3571	500	9460	3	1	4	3 29 193 7741
555	3571	500	9463	3	1	4	41 61 433 739
556	3571	500	9466	4	1	5	2 43 227 769 1669
557	3571	500	9468	2	0	2	5 17
558	3571	500	9471	1	2	3	317 839 1471
559	3571	500	9474	2	0	2	73 541
