2,1
3,2
5,2
7,3
E,2
11,2
15,3
17,2
1E,5
25,2
27,3
31,2
35,6
37,3
3E,5
45,2
4E,2
51,2
57,2
5E,7
61,5
67,3
6E,2
75,3
81,5
85,2
87,5
8E,2
91,6
95,3
X7,3
XE,2
E5,3
E7,2
105,2
107,6
111,5
117,2
11E,5
125,2
12E,2
131,2
13E,17
141,5
145,2
147,3
157,2
167,3
16E,2
171,6
175,3
17E,7
181,7
18E,6
195,3
19E,5
1X5,2
1X7,6
1E1,5
1E5,3
1E7,3
205,2
217,5
21E,15
221,X
225,2
237,3
241,X
24E,2
251,2
255,3
25E,7
267,6
271,2
277,2
27E,5
285,2
291,5
295,3
2X1,19
2XE,2
2E1,2
2EE,7
301,5
307,13
30E,2
315,3
321,11
325,2
327,3
32E,2
33E,11
347,3
34E,2
357,7
35E,5
365,2
375,3
377,2
391,2
397,2
3X5,2
3XE,2
3E5,3
3E7,3
401,5
40E,2
415,3
41E,7
421,7
427,3
431,2
435,3
437,2
447,3
455,3
457,E
45E,5
465,2
46E,2
471,2
481,5
485,2
48E,5
497,3
4X5,2
4E1,2
4EE,E
507,5
511,6
517,3
51E,5
527,3
531,2
535,6
541,E
545,2
557,2
565,2
575,3
577,3
585,2
587,3
58E,2
591,2
59E,E
5E1,2
5E5,3
5E7,2
5EE,5
611,2
615,3
617,2
61E,5
637,2
63E,15
647,7
655,3
661,5
665,2
66E,2
675,3
687,5
68E,6
695,3
69E,5
6X7,6
6E1,7
701,E
705,3
70E,2
711,X
71E,12
721,5
727,3
735,3
737,7
745,2
747,3
751,6
767,3
76E,2
771,5
775,3
77E,5
785,2
791,2
797,2
7X1,E
7EE,15
801,5
80E,5
817,2
825,7
82E,2
835,3
841,E
851,2
855,3
85E,5
865,2
867,3
871,2
881,7
88E,2
8X5,2
8X7,3
8XE,2
8E5,6
8E7,2
901,X
905,2
907,6
90E,2
91E,11
921,11
927,3
955,3
95E,5
965,2
971,2
987,11
995,3
9X7,3
9XE,2
9E1,6
9E5,3
9EE,7
X07,3
X0E,2
X11,2
X17,3
X27,6
X35,3
X37,2
X3E,5
X41,12
X45,2
X4E,2
X5E,E
X6E,2
X77,2
X87,5
X91,2
X95,3
X9E,17
XX7,3
XXE,2
XE7,3
XEE,5
E11,E
E15,3
E1E,5
E21,7
E25,3
E2E,2
E31,2
E37,3
E45,2
E61,E
E67,3
E6E,2
E71,2
E91,2
E95,3
E97,3
EX5,3
EE5,3
EE7,3
1005,2
1011,2
1017,2
1021,7
1027,6
1041,5
1047,X
104E,2
1051,6
1061,E
106E,6
107E,5
1087,3
109E,5
10E1,2
10E7,2
10EE,12
1101,X
1105,2
1107,6
1115,3
1125,2
112E,2
1135,3
114E,2
1151,5
1165,2
1167,3
1185,2
118E,2
1197,2
11X1,5
11X5,2
11X7,3
11XE,5
11E7,3
1201,5
120E,2
1211,2
121E,7
1231,2
123E,5
1245,2
1255,3
1257,2
125E,5
1261,7
126E,2
127E,7
1281,5
1295,3
1297,2
12X1,X
12X5,2
12X7,3
12E5,3
1301,1E
1317,7
1337,5
133E,5
1345,2
1351,2
1365,2
1367,3
136E,2
1377,7
138E,2
1391,2
1395,3
13X1,7
13X7,17
13E1,2
13E5,5
1405,2
1407,3
1425,2
142E,2
1431,7
1437,3
143E,11
1445,2
1457,2
1461,5
1465,3
1467,5
1471,2
1475,3
147E,E
148E,6
1495,3
149E,5
14E1,2
14E5,6
14EE,5
150E,2
1517,2
1521,5
1525,2
1547,3
1561,15
156E,2
1577,2
157E,5
1585,2
1587,6
1591,2
15XE,2
15EE,7
1601,7
1615,3
1621,5
1625,2
1635,3
1647,3
1655,3
1657,2
165E,5
1667,7
1671,2
1677,2
167E,5
1681,17
1685,2
168E,2
1697,2
169E,7
16X1,5
16X7,3
16E5,3
16E7,3
1705,2
1711,6
1715,3
1727,3
1735,3
1745,2
1747,6
1751,2
1755,3
1757,2
176E,2
1781,5
1785,2
178E,2
1797,2
17X1,E
17X5,2
17EE,7
1807,5
1815,3
181E,5
1825,2
1831,5
183E,5
184E,2
1861,11
1865,2
186E,2
1875,3
1877,X
189E,15
18X1,12
18XE,2
18E7,2
18EE,5
1911,2
1915,3
1921,E
1931,6
1937,2
1947,6
194E,2
1955,3
1971,6
197E,7
1981,7
1995,3
19E7,3
19EE,5
1X01,7
1X11,7
1X17,2
1X1E,E
1X2E,2
1X35,3
1X41,5
1X45,X
1X51,6
1X6E,6
1X71,2
1X75,3
1X77,3
1X87,3
1XXE,2
1XE1,6
1XE7,2
1E01,X
1E07,6
1E0E,2
1E15,3
1E17,3
1E27,5
1E2E,2
1E3E,E
1E41,1X
1E4E,2
1E51,5
1E65,3
1E67,3
1E7E,5
1E85,2
1EX1,5
1EE5,3
2001,7
2005,2
2007,3
200E,2
2011,2
202E,2
2037,2
2047,7
2051,2
205E,5
2061,15
2065,2
206E,2
2071,7
2077,2
2085,2
2087,3
2097,2
20X5,2
20X7,3
20E5,3
2107,5
2111,2
2115,3
211E,5
2127,13
2131,2
2137,2
214E,2
215E,11
2161,5
2165,2
2177,2
2181,5
2185,2
2191,2
219E,7
21X7,3
21E1,2
21E7,7
2215,3
221E,5
2221,7
222E,2
2241,5
2245,2
224E,2
2265,3
2267,3
2275,3
2287,5
228E,2
2291,2
229E,5
22E1,2
22E5,11
2301,E
2317,2
231E,11
2325,2
2327,3
232E,2
2335,3
2337,2
2347,3
234E,2
2367,6
2385,2
2395,3
2397,2
239E,5
23X5,2
23XE,2
23E1,2
23E7,3
2415,3
2417,X
2421,5
2435,3
243E,E
244E,2
2451,2
2457,2
2467,10
247E,5
2481,11
2485,2
248E,2
24X1,5
24X5,2
24X7,3
2501,5
2521,E
252E,6
2535,3
2537,2
2545,2
2547,3
2555,3
2557,2
2565,2
256E,2
2571,2
257E,7
2581,5
258E,2
2595,3
25X1,5
2607,3
2615,3
2617,X
2625,2
2631,2
2637,2
2645,2
265E,12
2665,2
2675,3
2685,3
2687,3
26X1,19
26X7,3
26XE,2
26E5,3
26EE,5
2715,3
2717,2
2725,2
2737,2
2741,7
2745,2
2747,3
274E,5
276E,2
2771,6
2781,E
2787,3
279E,5
27X7,E
27E1,5
27E7,2
2811,2
2825,2
2827,3
282E,5
2835,3
2837,3
2841,13
2847,3
2855,3
285E,E
286E,2
287E,5
2895,6
2897,2
28X1,15
28X5,5
28EE,17
2907,3
2927,6
292E,2
2931,2
2935,3
293E,7
2941,7
2951,2
2955,3
2967,3
2991,E
299E,E
29X5,2
29E5,3
2X07,3
2X11,6
2X1E,11
2X2E,6
2X31,2
2X35,3
2X3E,7
2X47,6
2X51,2
2X5E,5
2X61,E
2X65,2
2X77,2
2X81,5
2X87,3
2X8E,2
2X95,3
2X97,2
2XX5,3
2XX7,3
2XEE,E
2E0E,2
2E17,2
2E31,2
2E35,3
2E3E,5
2E4E,2
2E51,6
2E57,2
2E61,17
2E67,3
2E8E,2
2E95,5
2EX7,6
2EXE,2
2EE7,2
3005,2
3011,7
3021,15
3037,2
303E,7
3041,X
3045,3
3065,2
3075,3
307E,7
3081,7
3095,3
309E,5
30X5,2
30E7,5
3105,2
3117,3
311E,E
3145,3
314E,2
3155,3
315E,7
3167,3
3171,5
3175,3
3177,3
3187,3
3191,5
3195,3
3197,2
31X1,7
31EE,7
3205,2
3207,3
320E,2
3225,2
3227,3
322E,2
323E,11
3241,E
3247,5
324E,X
3271,2
3277,2
3281,11
3285,2
3291,6
329E,E
3307,5
331E,7
3321,12
3327,3
332E,2
3331,5
3335,3
3337,2
3345,3
3357,2
3361,E
3365,2
3371,2
337E,17
3385,2
33X1,5
33X5,2
33X7,X
33E1,2
3417,2
341E,7
3427,6
3435,3
343E,5
3445,2
3451,6
3457,2
3467,6
346E,2
3475,3
3477,2
3481,7
3485,3
348E,5
3491,2
349E,E
34X1,27
34E5,3
34EE,5
3517,2
351E,5
352E,2
3541,7
3565,3
356E,2
3587,3
358E,2
35X5,2
35E1,5
35E7,5
35EE,5
3605,2
3617,2
3621,X
3627,15
3635,3
3637,7
3645,2
3655,3
3661,7
366E,2
3671,5
367E,5
3687,3
3697,3
36X5,2
3705,2
3707,3
370E,2
3717,2
3721,5
3725,3
3731,2
3747,5
3755,3
375E,5
3765,2
3767,E
3771,2
377E,7
378E,2
3791,X
379E,7
37X5,2
37XE,2
37E5,3
3801,X
3807,3
3815,3
381E,11
3821,17
3827,3
3831,2
3837,2
3845,2
3851,2
3871,6
3877,3
3895,3
3897,3
38E1,2
38E5,3
3901,7
390E,2
3935,6
3941,7
3957,2
395E,15
3961,X
396E,5
3975,3
3977,3
3981,5
3985,12
399E,11
39X7,3
39E7,2
3X11,2
3X25,2
3X2E,2
3X31,6
3X41,5
3X47,7
3X55,3
3X57,2
3X65,2
3X67,5
3X71,2
3X7E,E
3X91,2
3X95,3
3XE5,3
3XE7,2
3E0E,2
3E11,2
3E1E,7
3E21,X
3E2E,2
3E47,3
3E4E,2
3E51,2
3E55,3
3E61,1X
3E75,3
3E7E,5
3E85,2
3E87,3
3E97,2
3EXE,2
3EE7,2
3EEE,7
4005,2
402E,2
4031,2
403E,7
4041,11
4047,5
404E,2
4055,3
405E,5
4067,6
4071,5
4075,3
4085,2
408E,2
4097,2
40X7,3
40XE,2
4101,5
4111,2
411E,7
413E,5
4145,2
4155,3
415E,5
4161,7
417E,7
4187,3
41X1,X
41XE,2
41E5,3
4207,3
420E,2
4211,5
4217,2
4225,2
4231,2
4237,2
423E,5
4245,2
426E,2
4281,5
428E,2
4291,6
42X1,7
42XE,2
42E1,6
4305,2
4307,6
4321,7
4341,5
4357,2
4361,5
4375,3
438E,2
4395,3
4397,2
43E1,2
43E5,6
43EE,5
4401,7
440E,2
4417,2
4425,2
442E,2
4435,3
4441,7
4445,2
444E,2
4451,2
445E,11
4461,11
4471,2
4475,3
447E,5
4485,2
4487,6
4497,2
449E,5
44E1,2
4507,7
450E,2
4515,3
4531,2
4535,3
4541,15
4547,6
454E,2
4557,3
455E,5
4571,2
4577,3
457E,5
4591,7
45X1,X
45X5,2
45X7,3
4611,2
4615,3
4635,3
463E,5
4645,2
4655,10
4665,2
4677,3
4681,5
4685,2
4687,3
468E,2
46X5,2
46XE,2
46EE,7
4707,3
4711,2
4715,3
4725,2
4727,6
4737,5
4761,5
4775,3
4777,12
4781,5
479E,E
47E1,2
47E7,3
4805,2
4815,3
481E,5
4821,15
4825,2
4831,6
483E,E
4845,2
484E,2
486E,2
4881,7
4887,3
488E,2
4897,2
48X7,15
4901,7
490E,2
4911,2
491E,E
4921,X
4925,2
492E,2
4947,3
4951,2
4955,3
4967,3
496E,2
4971,2
4975,3
4987,3
4991,6
49X1,7
4X01,5
4X0E,2
4X15,3
4X21,5
4X2E,2
4X31,6
4X57,3
4X5E,5
4X65,2
4X67,3
4X77,2
4X7E,5
4X91,6
4X97,2
4E05,7
4E15,5
4E21,11
4E27,5
4E35,3
4E37,2
4E3E,5
4E57,2
4E65,2
4E71,6
4E85,2
4E87,3
