1;2
2;3
3;6
4;21
5;31
6;49
7;73
8;91
9;115
10;121
11;169
12;211
13;301
14;331
15;361
16;391
17;421
18;511
19;631
20;721
21;781
22;841
23;1051
24;1261
25;1471
26;1561
27;1681
28;1891
29;2101
30;2311
31;2521
32;2731
33;3151
34;3361
35;3571
36;3991
37;4201
38;4411
39;4621
40;5251
41;5461
42;6091
43;6511
44;6721
45;6931
46;7771
47;7981
48;8191
49;9031
50;9241
51;10711
52;10921
53;11551
54;13021
55;13651
56;13861
57;15541
58;15961
59;16171
60;17851
61;18481
62;20791
63;21841
64;23101
65;24571
66;25411
67;27301
68;27721
69;30031
70;34651
71;35491
72;36961
73;39271
74;43681
75;43891
76;46411
77;50821
78;51871
79;53131
80;57331
81;60061
82;66991
83;71611
84;76231
85;76441
86;78541
87;84631
88;85471
89;87781
90;90091
91;99331
92;103741
93;106261
94;113191
95;115501
96;117391
97;117811
98;120121
99;131671
100;138601
101;139231
102;143221
103;150151
104;157081
105;169261
106;170941
107;173251
108;175561
109;180181
110;196351
111;200971
112;207481
113;210211
114;219451
115;232051
116;235621
117;240241
118;259351
119;263341
120;265651
121;270271
122;286441
123;297991
124;300301
125;314161
126;324871
127;330331
128;351121
129;353431
130;360361
131;390391
132;414961
133;417691
134;420421
135;431971
136;438901
137;450451
138;471241
139;480481
