40: [E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,3E,16]
41: [4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4]
42: [6,10,20,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,29]
43: [3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,2E,3,9,24,7]
44: [4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,26]
45: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
46: [8,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,31]
47: [5,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,25]
48: [9,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,31,16,2E,46]
49: [3,9,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2]
4X: [2,4,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,29,8,14,28,43]
4E: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
50: [12,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4E,4X,13]
51: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
52: [2,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,14,29,4,8,1]
53: [X,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,13]
54: [X,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]
55: [5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,5,23,4,3X]
56: [6,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,42]
57: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
58: [4,14,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,28]
59: [3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,24,13,3E,3,9,23,51]
5X: [E,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,3X,39,1E]
5E: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
60: [15,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5E,5X,58]
61: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
62: [2,4,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,55,49,35,8,14,28,45]
63: [9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,24,9,5]
64: [4,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,57,36,14,2E]
65: [7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,59,1E,7,45,58,34]
66: [6,32,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,28]
67: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
68: [17,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,66,29]
69: [X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X]
6X: [2,4,8,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,14,28,55,41,3]
6E: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
70: [11,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6E,6X,67]
71: [5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,59,5,22,3E,27]
72: [2,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,55,39,4,8,14,28,46]
73: [3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,4E,3,9,23,6E,65,28]
74: [8,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2E,15,44,5X,2X,3E]
75: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
76: [1X,38,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74,3E]
77: [7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,45,7,0]
