21: [3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3]
22: [2,4,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,8,15,7,20]
23: [4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11]
24: [4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,19]
25: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
26: [7,12,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,24]
27: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
28: [6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17,6,10,21,17]
29: [3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,25,1E,3,9,24,19]
2X: [2,4,8,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,12]
2E: [5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,5,25,4,7]
30: [8,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2E,2X,23]
31: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
32: [2,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,25,19,4,8,14,29,13]
33: [3,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,25,9,24,16]
34: [9,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,31,20]
35: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
36: [6,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,1E]
37: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
38: [4,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,22,15,21,18]
39: [E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9,2]
3X: [2,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,14,29,18,35,31,25,10,21,4,8,0]
3E: [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]
