E76,E395,7XE
E77,2E131,261
E78,18377,XX3
E79,20951,634
E7X,2901E,E75
E7E,4X885,515
E80,6825,X25
E81,3E0EE,47E
E82,15115,667
E83,1998E,475
E84,27107,X63
E85,334XE,4X3
E86,E561,887
E87,37855,8E9
E88,19491,X71
E89,24305,X75
E8X,X6X5,961
E8E,35127,1
E90,1042E,72E
E91,512X1,5XE
E92,E617,889
E93,17645,X88
E94,16437,837
E95,52667,814
E96,E18E,405
E97,3X60E,366
E98,1180E,X73
E99,20575,X15
E9X,19X17,213
E9E,3996E,569
EX0,9341,4X1
EX1,2X741,E2
EX2,2192E,127
EX3,2E191,6X4
EX4,1X695,9X1
EX5,33447,964
EX6,9081,197
EX7,3E561,E08
EX8,256E1,X19
EX9,2X311,677
EXX,15801,97E
EXE,2XXE7,216
EE0,X7E7,897
EE1,37641,976
EE2,23027,211
EE3,26E87,17X
EE4,101E5,275
EE5,52597,899
EE6,9935,97E
EE7,41X5E,29
EE8,23X81,E51
EE9,1535E,3X2
EEX,1X597,613
EEE,35075,XX
1000,13XX1,XX1
